Idx,Category,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Commit_Method,EL_At_Commit,Lambda_At_Commit,MSPRT_Reject,Total_Tokens,Tokens_Step1,Tokens_Post_S1,Mean_Tokens_Per_Step,Total_Inferences,Tokens_Per_Inference,Total_Step_Duration_S,Mean_Step_Duration_S,Endpoint_Token_Breakdown,Infra_Noise,Infra_Noise_Rate
95,GPQA (Genetics),1,1,1,1,STABLE,1,0.009852,3.46,unanimous,0.029,1.8333,False,1862,1862,0,1862.0,5,372.4,3.123,3.123,"{""databricks-qwen3-next-80b-a3b-instruct"": 1202, ""databricks-meta-llama-3-3-70b-instruct"": 660}",0,0.0
96,GPQA (Condensed Matter Physics),1,1,1,1,STABLE,1,0.041406,34.61,unanimous,0.129,1.4813,False,7105,7105,0,7105.0,5,1421.0,34.579,34.579,"{""databricks-qwen3-next-80b-a3b-instruct"": 6493, ""databricks-meta-llama-3-3-70b-instruct"": 612}",0,0.0
97,GPQA (Organic Chemistry),1,0,1,0,STABLE,14,1.075642,635.57,EL-streak,0.007,12.7573,False,185590,10436,175154,13256.4,70,2651.3,635.498,45.393,"{""databricks-qwen3-next-80b-a3b-instruct"": 166641, ""databricks-meta-llama-3-3-70b-instruct"": 18949}",0,0.0
98,GPQA (Chemistry (general)),1,0,1,0,STABLE,13,0.32723399999999997,362.26,mSPRT,0.166,23.8488,True,63244,8753,54491,4864.9,65,973.0,362.21,27.862,"{""databricks-qwen3-next-80b-a3b-instruct"": 37129, ""databricks-meta-llama-3-3-70b-instruct"": 26115}",0,0.0
99,GPQA (Organic Chemistry),0,0,0,1,STABLE,5,0.024863999999999997,65.37,mSPRT,0.0275,20.7113,True,6216,338,5878,1243.2,25,248.6,65.325,13.065,"{""databricks-qwen3-next-80b-a3b-instruct"": 0, ""databricks-meta-llama-3-3-70b-instruct"": 6216}",0,0.0
100,GPQA (Chemistry (general)),0,0,0,0,STABLE,9,0.362278,222.03,EL-streak,0.006,7.4023,False,65032,510,64522,7225.8,45,1445.2,221.981,24.665,"{""databricks-qwen3-next-80b-a3b-instruct"": 51075, ""databricks-meta-llama-3-3-70b-instruct"": 13957}",0,0.0
101,GPQA (Physics (general)),0,1,1,1,STABLE,15,0.301762,203.14,mSPRT,0.1665,30.5029,True,56100,1548,54552,3740.0,75,748.0,203.089,13.539,"{""databricks-qwen3-next-80b-a3b-instruct"": 38681, ""databricks-meta-llama-3-3-70b-instruct"": 17419}",0,0.0
102,GPQA (Electromagnetism and Photonics),0,1,1,1,STABLE,5,0.116824,90.29,mSPRT,0.0,20.7113,True,22999,534,22465,4599.8,25,920.0,90.255,18.051,"{""databricks-qwen3-next-80b-a3b-instruct"": 12414, ""databricks-meta-llama-3-3-70b-instruct"": 10585}",0,0.0
103,GPQA (Genetics),1,0,1,0,STABLE,15,1.056928,645.47,mSPRT,0.1695,20.6993,True,186453,7036,179417,12430.2,75,2486.0,645.424,43.028,"{""databricks-qwen3-next-80b-a3b-instruct"": 155558, ""databricks-meta-llama-3-3-70b-instruct"": 30895}",0,0.0
104,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.01081,14.28,unanimous,0.126,1.8333,False,2213,2213,0,2213.0,5,442.6,14.25,14.25,"{""databricks-qwen3-next-80b-a3b-instruct"": 979, ""databricks-meta-llama-3-3-70b-instruct"": 1234}",0,0.0
105,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.034873999999999995,27.37,unanimous,0.0655,1.8333,False,6318,6318,0,6318.0,5,1263.6,27.331,27.331,"{""databricks-qwen3-next-80b-a3b-instruct"": 4801, ""databricks-meta-llama-3-3-70b-instruct"": 1517}",0,0.0
106,GPQA (Chemistry (general)),1,0,1,0,STABLE,9,0.16203599999999999,206.14,mSPRT,0.011,24.4405,True,35042,3812,31230,3893.6,45,778.7,206.094,22.899,"{""databricks-qwen3-next-80b-a3b-instruct"": 10934, ""databricks-meta-llama-3-3-70b-instruct"": 24108}",0,0.0
107,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.018354,13.67,unanimous,0.124,1.4813,False,3566,3566,0,3566.0,5,713.2,13.637,13.637,"{""databricks-qwen3-next-80b-a3b-instruct"": 2045, ""databricks-meta-llama-3-3-70b-instruct"": 1521}",0,0.0
108,GPQA (High-energy particle physics),1,1,1,1,STABLE,1,0.006496,3.49,unanimous,0.1265,1.4813,False,1176,1176,0,1176.0,5,235.2,3.458,3.458,"{""databricks-qwen3-next-80b-a3b-instruct"": 896, ""databricks-meta-llama-3-3-70b-instruct"": 280}",0,0.0
109,GPQA (High-energy particle physics),0,1,1,0,STABLE,15,1.16712,752.46,mSPRT,0.2415,23.962,True,204547,15028,189519,13636.5,75,2727.3,752.408,50.161,"{""databricks-qwen3-next-80b-a3b-instruct"": 174466, ""databricks-meta-llama-3-3-70b-instruct"": 30081}",0,0.0
110,GPQA (Quantum Mechanics),0,1,1,1,STABLE,1,0.020339999999999997,34.77,unanimous,0.144,1.8333,False,4579,4579,0,4579.0,5,915.8,34.742,34.742,"{""databricks-qwen3-next-80b-a3b-instruct"": 1012, ""databricks-meta-llama-3-3-70b-instruct"": 3567}",0,0.0
111,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.009842,8.71,unanimous,0.0645,1.8333,False,1813,1813,0,1813.0,5,362.6,8.684,8.684,"{""databricks-qwen3-next-80b-a3b-instruct"": 1295, ""databricks-meta-llama-3-3-70b-instruct"": 518}",0,0.0
112,GPQA (Chemistry (general)),0,1,1,1,STABLE,1,0.008015999999999999,14.27,unanimous,0.1445,1.8333,False,1480,1480,0,1480.0,5,296.0,14.227,14.227,"{""databricks-qwen3-next-80b-a3b-instruct"": 1048, ""databricks-meta-llama-3-3-70b-instruct"": 432}",0,0.0
113,GPQA (Quantum Mechanics),0,1,1,1,STABLE,1,0.003152,10.57,unanimous,0.1335,1.8333,False,678,678,0,678.0,5,135.6,10.535,10.535,"{""databricks-qwen3-next-80b-a3b-instruct"": 220, ""databricks-meta-llama-3-3-70b-instruct"": 458}",0,0.0
114,GPQA (Statistical Mechanics),0,1,1,1,STABLE,7,0.075658,135.14,mSPRT,0.0185,24.8197,True,17226,2529,14697,2460.9,35,492.2,135.104,19.301,"{""databricks-qwen3-next-80b-a3b-instruct"": 3377, ""databricks-meta-llama-3-3-70b-instruct"": 13849}",0,0.0
115,GPQA (High-energy particle physics),0,1,1,1,STABLE,5,0.048574,68.11,mSPRT,0.0,20.7113,True,10705,1252,9453,2141.0,25,428.2,68.074,13.615,"{""databricks-qwen3-next-80b-a3b-instruct"": 2877, ""databricks-meta-llama-3-3-70b-instruct"": 7828}",0,0.0
116,GPQA (Electromagnetism and Photonics),0,1,0,1,STABLE,10,0.9125840000000001,576.33,EL-streak,0.0,4.7572,False,161063,15605,145458,16106.3,50,3221.3,576.277,57.628,"{""databricks-qwen3-next-80b-a3b-instruct"": 134166, ""databricks-meta-llama-3-3-70b-instruct"": 26897}",0,0.0
117,GPQA (Organic Chemistry),0,0,0,0,STABLE,1,0.020451999999999998,10.78,unanimous,0.0325,1.8333,False,3652,3652,0,3652.0,5,730.4,10.733,10.733,"{""databricks-qwen3-next-80b-a3b-instruct"": 2922, ""databricks-meta-llama-3-3-70b-instruct"": 730}",0,0.0
118,GPQA (Chemistry (general)),1,0,1,1,STABLE,1,0.034206,26.97,unanimous,0.138,1.4813,False,6545,6545,0,6545.0,5,1309.0,26.929,26.929,"{""databricks-qwen3-next-80b-a3b-instruct"": 4013, ""databricks-meta-llama-3-3-70b-instruct"": 2532}",0,0.0
119,GPQA (Quantum Mechanics),1,0,1,0,STABLE,7,0.28369999999999995,290.34,mSPRT,0.0,21.6377,True,49797,14227,35570,7113.9,35,1422.8,290.298,41.471,"{""databricks-qwen3-next-80b-a3b-instruct"": 42256, ""databricks-meta-llama-3-3-70b-instruct"": 7541}",0,0.0
120,GPQA (Quantum Mechanics),0,0,0,0,STABLE,12,0.407564,308.51,mSPRT,0.0085,22.7834,True,75519,1998,73521,6293.2,60,1258.7,308.47,25.706,"{""databricks-qwen3-next-80b-a3b-instruct"": 52744, ""databricks-meta-llama-3-3-70b-instruct"": 22775}",0,0.0
121,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.007844,1.03,unanimous,0.029,1.8333,False,1514,1514,0,1514.0,5,302.8,0.998,0.998,"{""databricks-qwen3-next-80b-a3b-instruct"": 894, ""databricks-meta-llama-3-3-70b-instruct"": 620}",0,0.0
122,GPQA (Organic Chemistry),1,0,1,0,STABLE,7,0.583518,302.77,mSPRT,0.003,21.6377,True,100041,13842,86199,14291.6,35,2858.3,302.726,43.247,"{""databricks-qwen3-next-80b-a3b-instruct"": 91677, ""databricks-meta-llama-3-3-70b-instruct"": 8364}",0,0.0
123,GPQA (Organic Chemistry),0,0,0,0,STABLE,7,0.343908,267.56,mSPRT,0.0,30.6385,True,61808,7986,53822,8829.7,35,1765.9,267.512,38.216,"{""databricks-qwen3-next-80b-a3b-instruct"": 48338, ""databricks-meta-llama-3-3-70b-instruct"": 13470}",0,0.0
124,GPQA (Analytical Chemistry),0,0,0,0,STABLE,1,0.005516,9.0,unanimous,0.1365,1.8333,False,1176,1176,0,1176.0,5,235.2,8.962,8.962,"{""databricks-qwen3-next-80b-a3b-instruct"": 406, ""databricks-meta-llama-3-3-70b-instruct"": 770}",0,0.0
125,GPQA (Organic Chemistry),0,1,1,1,STABLE,8,0.28867,316.01,mSPRT,0.001,32.2656,True,52664,4682,47982,6583.0,40,1316.6,315.975,39.497,"{""databricks-qwen3-next-80b-a3b-instruct"": 39007, ""databricks-meta-llama-3-3-70b-instruct"": 13657}",0,0.0
126,GPQA (Physics (general)),0,1,1,1,STABLE,5,0.050656,89.51,mSPRT,0.0005,20.7113,True,11948,720,11228,2389.6,25,477.9,89.475,17.895,"{""databricks-qwen3-next-80b-a3b-instruct"": 1432, ""databricks-meta-llama-3-3-70b-instruct"": 10516}",0,0.0
127,GPQA (Molecular Biology),1,0,1,0,STABLE,12,0.467148,339.45,mSPRT,0.3175,21.1162,True,86052,3381,82671,7171.0,60,1434.2,339.41,28.284,"{""databricks-qwen3-next-80b-a3b-instruct"": 61470, ""databricks-meta-llama-3-3-70b-instruct"": 24582}",0,0.0
128,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.015742,11.1,unanimous,0.0315,1.8333,False,2753,2753,0,2753.0,5,550.6,11.064,11.064,"{""databricks-qwen3-next-80b-a3b-instruct"": 2365, ""databricks-meta-llama-3-3-70b-instruct"": 388}",0,0.0
129,GPQA (Organic Chemistry),0,0,0,0,STABLE,9,0.7542,474.38,mSPRT,0.0,20.9713,True,132226,13194,119032,14691.8,45,2938.4,474.328,52.703,"{""databricks-qwen3-next-80b-a3b-instruct"": 112648, ""databricks-meta-llama-3-3-70b-instruct"": 19578}",0,0.0
130,GPQA (Molecular Biology),0,0,0,0,STABLE,1,0.011816,5.59,unanimous,0.029,1.8333,False,2124,2124,0,2124.0,5,424.8,5.556,5.556,"{""databricks-qwen3-next-80b-a3b-instruct"": 1660, ""databricks-meta-llama-3-3-70b-instruct"": 464}",0,0.0
131,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.052282,42.46,unanimous,0.065,1.8333,False,8897,8897,0,8897.0,5,1779.4,42.432,42.432,"{""databricks-qwen3-next-80b-a3b-instruct"": 8347, ""databricks-meta-llama-3-3-70b-instruct"": 550}",0,0.0
132,GPQA (Organic Chemistry),1,0,1,1,STABLE,6,0.22541999999999998,176.93,mSPRT,0.0005,23.4728,True,41460,6771,34689,6910.0,30,1382.0,176.887,29.481,"{""databricks-qwen3-next-80b-a3b-instruct"": 29790, ""databricks-meta-llama-3-3-70b-instruct"": 11670}",0,0.0
133,GPQA (Chemistry (general)),0,0,0,0,STABLE,15,0.7498199999999999,662.17,mSPRT,0.0185,20.637,True,139106,10587,128519,9273.7,75,1854.7,662.114,44.141,"{""databricks-qwen3-next-80b-a3b-instruct"": 96698, ""databricks-meta-llama-3-3-70b-instruct"": 42408}",0,0.0
134,GPQA (Organic Chemistry),0,1,0,0,UNSTABLE,15,0.672596,485.37,fallback,0.221,9.1655,False,122501,4012,118489,8166.7,75,1633.3,485.326,32.355,"{""databricks-qwen3-next-80b-a3b-instruct"": 91296, ""databricks-meta-llama-3-3-70b-instruct"": 31205}",0,0.0
135,GPQA (Chemistry (general)),0,1,0,1,STABLE,1,0.027901999999999996,9.76,unanimous,0.1255,1.4813,False,5065,5065,0,5065.0,5,1013.0,9.729,9.729,"{""databricks-qwen3-next-80b-a3b-instruct"": 3821, ""databricks-meta-llama-3-3-70b-instruct"": 1244}",0,0.0
136,GPQA (Electromagnetism and Photonics),0,0,0,1,STABLE,11,0.72044,468.22,mSPRT,0.0025,32.7298,True,126022,8603,117419,11456.5,55,2291.3,468.175,42.561,"{""databricks-qwen3-next-80b-a3b-instruct"": 108176, ""databricks-meta-llama-3-3-70b-instruct"": 17846}",0,0.0
137,GPQA (Organic Chemistry),0,1,1,1,STABLE,1,0.007852,11.18,unanimous,0.1235,1.8333,False,1442,1442,0,1442.0,5,288.4,11.148,11.148,"{""databricks-qwen3-next-80b-a3b-instruct"": 1042, ""databricks-meta-llama-3-3-70b-instruct"": 400}",0,0.0
138,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.012544,7.7,unanimous,0.0295,1.8333,False,2228,2228,0,2228.0,5,445.6,7.672,7.672,"{""databricks-qwen3-next-80b-a3b-instruct"": 1816, ""databricks-meta-llama-3-3-70b-instruct"": 412}",0,0.0
139,GPQA (Chemistry (general)),0,1,1,1,STABLE,1,0.004912,9.95,unanimous,0.068,1.8333,False,984,984,0,984.0,5,196.8,9.919,9.919,"{""databricks-qwen3-next-80b-a3b-instruct"": 488, ""databricks-meta-llama-3-3-70b-instruct"": 496}",0,0.0
140,GPQA (Statistical Mechanics),1,1,1,1,STABLE,1,0.025466,16.68,unanimous,0.074,1.8333,False,4569,4569,0,4569.0,5,913.8,16.643,16.643,"{""databricks-qwen3-next-80b-a3b-instruct"": 3595, ""databricks-meta-llama-3-3-70b-instruct"": 974}",0,0.0
141,GPQA (Organic Chemistry),0,0,0,0,STABLE,9,0.34279,314.63,mSPRT,0.0,24.6187,True,59811,13905,45906,6645.7,45,1329.1,314.589,34.954,"{""databricks-qwen3-next-80b-a3b-instruct"": 51773, ""databricks-meta-llama-3-3-70b-instruct"": 8038}",0,0.0
142,GPQA (Organic Chemistry),0,1,1,1,STABLE,5,0.056735999999999995,78.66,mSPRT,0.0,20.7113,True,11080,820,10260,2216.0,25,443.2,78.623,15.725,"{""databricks-qwen3-next-80b-a3b-instruct"": 6208, ""databricks-meta-llama-3-3-70b-instruct"": 4872}",0,0.0
143,GPQA (Relativistic Mechanics),0,0,0,0,STABLE,10,0.5296,371.54,mSPRT,0.009,26.1848,True,95263,4271,90992,9526.3,50,1905.3,371.496,37.15,"{""databricks-qwen3-next-80b-a3b-instruct"": 74274, ""databricks-meta-llama-3-3-70b-instruct"": 20989}",0,0.0
144,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.00494,2.01,unanimous,0.033,1.8333,False,912,912,0,912.0,5,182.4,1.979,1.979,"{""databricks-qwen3-next-80b-a3b-instruct"": 646, ""databricks-meta-llama-3-3-70b-instruct"": 266}",0,0.0
145,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.052697999999999995,29.12,unanimous,0.0385,1.8333,False,9137,9137,0,9137.0,5,1827.4,29.091,29.091,"{""databricks-qwen3-next-80b-a3b-instruct"": 8075, ""databricks-meta-llama-3-3-70b-instruct"": 1062}",0,0.0
146,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.021896,14.31,unanimous,0.032,1.8333,False,4164,4164,0,4164.0,5,832.8,14.28,14.28,"{""databricks-qwen3-next-80b-a3b-instruct"": 2620, ""databricks-meta-llama-3-3-70b-instruct"": 1544}",0,0.0
147,GPQA (Organic Chemistry),1,0,1,1,STABLE,11,0.139068,111.04,EL-streak,0.006,8.3852,False,27426,1220,26206,2493.3,55,498.7,111.001,10.091,"{""databricks-qwen3-next-80b-a3b-instruct"": 14682, ""databricks-meta-llama-3-3-70b-instruct"": 12744}",0,0.0
148,GPQA (Physics (general)),0,1,1,1,STABLE,7,0.5382319999999999,346.72,mSPRT,0.0,22.0944,True,96756,7137,89619,13822.3,35,2764.5,346.687,49.527,"{""databricks-qwen3-next-80b-a3b-instruct"": 75604, ""databricks-meta-llama-3-3-70b-instruct"": 21152}",0,0.0
149,GPQA (Organic Chemistry),0,1,1,0,STABLE,8,0.644438,415.27,mSPRT,0.0035,30.1495,True,114527,14937,99590,14315.9,40,2863.2,415.226,51.903,"{""databricks-qwen3-next-80b-a3b-instruct"": 93165, ""databricks-meta-llama-3-3-70b-instruct"": 21362}",0,0.0
150,GPQA (Relativistic Mechanics),1,1,1,1,STABLE,1,0.008472,10.27,unanimous,0.063,1.8333,False,1538,1538,0,1538.0,5,307.6,10.227,10.227,"{""databricks-qwen3-next-80b-a3b-instruct"": 1160, ""databricks-meta-llama-3-3-70b-instruct"": 378}",0,0.0
151,GPQA (Astrophysics),1,1,1,1,STABLE,1,0.02734,19.49,unanimous,0.0325,1.8333,False,5299,5299,0,5299.0,5,1059.8,19.459,19.459,"{""databricks-qwen3-next-80b-a3b-instruct"": 3072, ""databricks-meta-llama-3-3-70b-instruct"": 2227}",0,0.0
152,GPQA (Quantum Mechanics),0,0,0,1,STABLE,6,0.100446,119.51,mSPRT,0.0005,23.4728,True,21154,2590,18564,3525.7,30,705.1,119.468,19.911,"{""databricks-qwen3-next-80b-a3b-instruct"": 7915, ""databricks-meta-llama-3-3-70b-instruct"": 13239}",0,0.0
153,GPQA (Physics (general)),0,0,0,1,STABLE,6,0.086016,106.71,mSPRT,0.0005,26.9247,True,17927,1611,16316,2987.8,30,597.6,106.675,17.779,"{""databricks-qwen3-next-80b-a3b-instruct"": 7154, ""databricks-meta-llama-3-3-70b-instruct"": 10773}",0,0.0
154,GPQA (Organic Chemistry),0,1,1,0,STABLE,14,0.875424,551.56,mSPRT,0.203,24.3534,True,155647,622,155025,11117.6,70,2223.5,551.512,39.394,"{""databricks-qwen3-next-80b-a3b-instruct"": 126418, ""databricks-meta-llama-3-3-70b-instruct"": 29229}",0,0.0
155,GPQA (Molecular Biology),0,1,1,1,STABLE,7,0.132004,97.62,mSPRT,0.0,33.0575,True,25629,1700,23929,3661.3,35,732.3,97.586,13.941,"{""databricks-qwen3-next-80b-a3b-instruct"": 14744, ""databricks-meta-llama-3-3-70b-instruct"": 10885}",0,0.0
156,GPQA (Chemistry (general)),1,0,1,0,STABLE,9,0.25306,276.29,mSPRT,0.0085,22.6054,True,49508,3376,46132,5500.9,45,1100.2,276.252,30.695,"{""databricks-qwen3-next-80b-a3b-instruct"": 27514, ""databricks-meta-llama-3-3-70b-instruct"": 21994}",0,0.0
157,GPQA (Quantum Mechanics),1,0,1,1,STABLE,6,0.35765,222.69,mSPRT,0.0,25.3782,True,63571,7922,55649,10595.2,30,2119.0,222.649,37.108,"{""databricks-qwen3-next-80b-a3b-instruct"": 51683, ""databricks-meta-llama-3-3-70b-instruct"": 11888}",0,0.0
158,GPQA (Organic Chemistry),0,0,0,0,UNSTABLE,15,0.693808,551.24,fallback,0.0925,16.3487,False,123093,12878,110215,8206.2,75,1641.2,551.192,36.746,"{""databricks-qwen3-next-80b-a3b-instruct"": 100718, ""databricks-meta-llama-3-3-70b-instruct"": 22375}",0,0.0
159,GPQA (Organic Chemistry),0,0,0,0,STABLE,6,0.10030399999999999,137.69,mSPRT,0.0,26.9247,True,20564,712,19852,3427.3,30,685.5,137.652,22.942,"{""databricks-qwen3-next-80b-a3b-instruct"": 9024, ""databricks-meta-llama-3-3-70b-instruct"": 11540}",0,0.0
160,GPQA (Organic Chemistry),1,1,1,1,STABLE,1,0.018188,9.99,unanimous,0.025,1.8333,False,3198,3198,0,3198.0,5,639.6,9.959,9.959,"{""databricks-qwen3-next-80b-a3b-instruct"": 2698, ""databricks-meta-llama-3-3-70b-instruct"": 500}",0,0.0
161,GPQA (Quantum Mechanics),1,0,1,1,STABLE,11,0.20968199999999998,112.54,EL-streak,0.062,9.3497,False,38762,1688,37074,3523.8,55,704.8,112.5,10.227,"{""databricks-qwen3-next-80b-a3b-instruct"": 27317, ""databricks-meta-llama-3-3-70b-instruct"": 11445}",0,0.0
162,GPQA (Organic Chemistry),0,0,0,0,STABLE,7,0.6024459999999999,372.64,mSPRT,0.001,30.5146,True,105605,12062,93543,15086.4,35,3017.3,372.59,53.227,"{""databricks-qwen3-next-80b-a3b-instruct"": 90013, ""databricks-meta-llama-3-3-70b-instruct"": 15592}",0,0.0
163,GPQA (Quantum Mechanics),1,1,1,1,STABLE,1,0.028626,18.48,unanimous,0.0235,1.8333,False,5119,5119,0,5119.0,5,1023.8,18.449,18.449,"{""databricks-qwen3-next-80b-a3b-instruct"": 4075, ""databricks-meta-llama-3-3-70b-instruct"": 1044}",0,0.0
164,GPQA (Chemistry (general)),0,0,0,0,UNSTABLE,15,0.383368,288.87,fallback,0.2615,10.3248,False,74610,3746,70864,4974.0,75,994.8,288.826,19.255,"{""databricks-qwen3-next-80b-a3b-instruct"": 42464, ""databricks-meta-llama-3-3-70b-instruct"": 32146}",0,0.0
165,GPQA (Molecular Biology),0,1,0,1,STABLE,10,0.985636,516.94,EL-streak,0.003,4.7014,False,172672,15908,156764,17267.2,50,3453.4,516.889,51.689,"{""databricks-qwen3-next-80b-a3b-instruct"": 147474, ""databricks-meta-llama-3-3-70b-instruct"": 25198}",0,0.0
166,GPQA (Quantum Mechanics),0,1,1,1,STABLE,1,0.00486,6.53,unanimous,0.1375,1.8333,False,936,936,0,936.0,5,187.2,6.497,6.497,"{""databricks-qwen3-next-80b-a3b-instruct"": 558, ""databricks-meta-llama-3-3-70b-instruct"": 378}",0,0.0
167,GPQA (Physics (general)),1,1,1,1,STABLE,1,0.027417999999999998,31.23,unanimous,0.0265,1.8333,False,5399,5399,0,5399.0,5,1079.8,31.195,31.195,"{""databricks-qwen3-next-80b-a3b-instruct"": 2911, ""databricks-meta-llama-3-3-70b-instruct"": 2488}",0,0.0
168,GPQA (Chemistry (general)),1,1,1,1,STABLE,1,0.06133,46.19,unanimous,0.1265,1.4813,False,11035,11035,0,11035.0,5,2207.0,46.158,46.158,"{""databricks-qwen3-next-80b-a3b-instruct"": 8595, ""databricks-meta-llama-3-3-70b-instruct"": 2440}",0,0.0
169,GPQA (Organic Chemistry),0,0,0,0,STABLE,9,0.26204799999999995,252.53,mSPRT,0.0025,27.7924,True,47048,9994,37054,5227.6,45,1045.5,252.489,28.054,"{""databricks-qwen3-next-80b-a3b-instruct"": 36928, ""databricks-meta-llama-3-3-70b-instruct"": 10120}",0,0.0
170,GPQA (High-energy particle physics),0,0,0,1,STABLE,13,0.44806999999999997,412.69,mSPRT,0.0025,22.0124,True,87834,4435,83399,6756.5,65,1351.3,412.632,31.741,"{""databricks-qwen3-next-80b-a3b-instruct"": 48367, ""databricks-meta-llama-3-3-70b-instruct"": 39467}",0,0.0
171,GPQA (Genetics),0,1,0,1,STABLE,6,0.499046,303.69,mSPRT,0.0025,23.4728,True,87198,10111,77087,14533.0,30,2906.6,303.639,50.607,"{""databricks-qwen3-next-80b-a3b-instruct"": 75127, ""databricks-meta-llama-3-3-70b-instruct"": 12071}",0,0.0
172,GPQA (Molecular Biology),0,1,0,1,STABLE,7,0.10805799999999999,56.29,mSPRT,0.0,25.1262,True,20324,1120,19204,2903.4,35,580.7,56.242,8.035,"{""databricks-qwen3-next-80b-a3b-instruct"": 13381, ""databricks-meta-llama-3-3-70b-instruct"": 6943}",0,0.0
173,GPQA (High-energy particle physics),1,0,1,1,STABLE,6,0.12312799999999999,137.02,mSPRT,0.0,25.3782,True,23291,2398,20893,3881.8,30,776.4,136.97,22.828,"{""databricks-qwen3-next-80b-a3b-instruct"": 14982, ""databricks-meta-llama-3-3-70b-instruct"": 8309}",0,0.0
174,GPQA (Molecular Biology),0,1,0,0,STABLE,9,0.178054,98.07,EL-streak,0.0485,7.5281,False,33219,938,32281,3691.0,45,738.2,98.029,10.892,"{""databricks-qwen3-next-80b-a3b-instruct"": 22589, ""databricks-meta-llama-3-3-70b-instruct"": 10630}",0,0.0
175,GPQA (Electromagnetism and Photonics),1,1,1,1,STABLE,1,0.018792,9.06,unanimous,0.034,1.8333,False,3274,3274,0,3274.0,5,654.8,9.026,9.026,"{""databricks-qwen3-next-80b-a3b-instruct"": 2848, ""databricks-meta-llama-3-3-70b-instruct"": 426}",0,0.0
176,GPQA (Molecular Biology),1,1,1,1,STABLE,1,0.009791999999999999,3.7,unanimous,0.0325,1.8333,False,1758,1758,0,1758.0,5,351.6,3.673,3.673,"{""databricks-qwen3-next-80b-a3b-instruct"": 1380, ""databricks-meta-llama-3-3-70b-instruct"": 378}",0,0.0
177,GPQA (Organic Chemistry),0,1,0,0,UNSTABLE,15,0.830588,542.31,fallback,0.001,18.0521,False,148145,4885,143260,9876.3,75,1975.3,542.266,36.151,"{""databricks-qwen3-next-80b-a3b-instruct"": 119004, ""databricks-meta-llama-3-3-70b-instruct"": 29141}",0,0.0
178,GPQA (Astrophysics),1,0,1,1,STABLE,15,0.6172719999999999,483.42,mSPRT,0.0005,25.6912,True,117064,4927,112137,7804.3,75,1560.9,483.366,32.224,"{""databricks-qwen3-next-80b-a3b-instruct"": 74508, ""databricks-meta-llama-3-3-70b-instruct"": 42556}",0,0.0
179,GPQA (Genetics),0,1,1,0,UNSTABLE,15,0.777114,424.52,fallback,0.3155,13.3856,False,139199,2177,137022,9279.9,75,1856.0,424.475,28.298,"{""databricks-qwen3-next-80b-a3b-instruct"": 110159, ""databricks-meta-llama-3-3-70b-instruct"": 29040}",0,0.0
180,GPQA (Chemistry (general)),0,0,0,1,STABLE,8,0.19532999999999998,206.21,mSPRT,0.0,25.4777,True,38875,2500,36375,4859.4,40,971.9,206.175,25.772,"{""databricks-qwen3-next-80b-a3b-instruct"": 19915, ""databricks-meta-llama-3-3-70b-instruct"": 18960}",0,0.0
181,GPQA (Organic Chemistry),1,0,1,1,STABLE,9,0.5045719999999999,302.11,EL-streak+mSPRT,0.0,24.2991,True,88638,7849,80789,9848.7,45,1969.7,302.076,33.564,"{""databricks-qwen3-next-80b-a3b-instruct"": 75010, ""databricks-meta-llama-3-3-70b-instruct"": 13628}",0,0.0
182,GPQA (Physics (general)),1,1,1,1,STABLE,7,0.362772,255.06,mSPRT,0.0,20.3949,True,67174,8341,58833,9596.3,35,1919.3,255.027,36.432,"{""databricks-qwen3-next-80b-a3b-instruct"": 47038, ""databricks-meta-llama-3-3-70b-instruct"": 20136}",0,0.0
183,GPQA (Astrophysics),1,0,1,1,UNSTABLE,15,0.792446,595.21,fallback,0.1555,11.1089,False,148834,2969,145865,9922.3,75,1984.5,595.151,39.677,"{""databricks-qwen3-next-80b-a3b-instruct"": 98555, ""databricks-meta-llama-3-3-70b-instruct"": 50279}",0,0.0
184,GPQA (Relativistic Mechanics),0,0,0,0,UNSTABLE,15,1.4664359999999999,1078.99,fallback,0.3395,6.2109,False,263328,16406,246922,17555.2,75,3511.0,1078.94,71.929,"{""databricks-qwen3-next-80b-a3b-instruct"": 206562, ""databricks-meta-llama-3-3-70b-instruct"": 56766}",0,0.0
185,GPQA (Physics (general)),1,1,1,1,STABLE,1,0.016045999999999998,7.89,unanimous,0.0355,1.8333,False,2857,2857,0,2857.0,5,571.4,7.854,7.854,"{""databricks-qwen3-next-80b-a3b-instruct"": 2309, ""databricks-meta-llama-3-3-70b-instruct"": 548}",0,0.0
