Idx,Category,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Commit_Method,EL_At_Commit,Lambda_At_Commit,MSPRT_Reject,Total_Tokens,Tokens_Step1,Tokens_Post_S1,Mean_Tokens_Per_Step,Total_Inferences,Tokens_Per_Inference,Total_Step_Duration_S,Mean_Step_Duration_S,Endpoint_Token_Breakdown,Infra_Noise,Infra_Noise_Rate
91,Frontier Math (AIME),0,1,1,1,STABLE,6,0.056636,102.97,mSPRT,0.0095,20.7113,True,12129,941,11188,2021.5,30,404.3,102.925,17.154,"{""databricks-qwen3-next-80b-a3b-instruct"": 4060, ""databricks-meta-llama-3-3-70b-instruct"": 8069}",0,0.0
92,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.1184459999999998,708.15,fallback,0.626,13.0943,False,196293,1464,194829,13086.2,75,2617.2,708.102,47.207,"{""databricks-qwen3-next-80b-a3b-instruct"": 166637, ""databricks-meta-llama-3-3-70b-instruct"": 29656}",0,0.0
93,Frontier Math (AIME),0,0,0,0,STABLE,12,0.48147399999999996,452.3,mSPRT,0.0045,35.1535,True,89947,6276,83671,7495.6,60,1499.1,452.239,37.687,"{""databricks-qwen3-next-80b-a3b-instruct"": 60843, ""databricks-meta-llama-3-3-70b-instruct"": 29104}",0,0.0
94,Frontier Math (AIME),0,0,0,0,STABLE,14,0.5568500000000001,495.33,mSPRT,0.081,20.7113,True,104340,2369,101971,7452.9,70,1490.6,495.288,35.378,"{""databricks-qwen3-next-80b-a3b-instruct"": 69745, ""databricks-meta-llama-3-3-70b-instruct"": 34595}",0,0.0
95,Frontier Math (AIME),1,0,1,1,STABLE,1,0.04664599999999999,45.12,unanimous,0.124,1.8333,False,9079,9079,0,9079.0,5,1815.8,45.086,45.086,"{""databricks-qwen3-next-80b-a3b-instruct"": 5165, ""databricks-meta-llama-3-3-70b-instruct"": 3914}",0,0.0
96,Frontier Math (AIME),0,0,0,1,STABLE,7,0.543472,338.8,mSPRT,0.0,28.095,True,95899,12427,83472,13699.9,35,2740.0,338.759,48.394,"{""databricks-qwen3-next-80b-a3b-instruct"": 79938, ""databricks-meta-llama-3-3-70b-instruct"": 15961}",0,0.0
97,Frontier Math (AIME),0,0,0,1,UNSTABLE,15,0.73944,664.96,fallback,0.399,9.3303,False,135688,10863,124825,9045.9,75,1809.2,664.913,44.328,"{""databricks-qwen3-next-80b-a3b-instruct"": 98344, ""databricks-meta-llama-3-3-70b-instruct"": 37344}",0,0.0
98,Frontier Math (AIME),0,0,0,1,STABLE,8,0.46477,351.68,mSPRT,0.002,20.7113,True,84277,6353,77924,10534.6,40,2106.9,351.643,43.955,"{""databricks-qwen3-next-80b-a3b-instruct"": 63831, ""databricks-meta-llama-3-3-70b-instruct"": 20446}",0,0.0
99,Frontier Math (AIME),1,0,1,1,STABLE,9,0.61271,397.79,EL-streak+mSPRT,0.0,25.0528,True,109007,11309,97698,12111.9,45,2422.4,397.743,44.194,"{""databricks-qwen3-next-80b-a3b-instruct"": 88341, ""databricks-meta-llama-3-3-70b-instruct"": 20666}",0,0.0
100,Frontier Math (AIME),0,0,0,1,STABLE,7,0.374974,281.93,mSPRT,0.0005,23.4408,True,68605,10551,58054,9800.7,35,1960.1,281.896,40.271,"{""databricks-qwen3-next-80b-a3b-instruct"": 50277, ""databricks-meta-llama-3-3-70b-instruct"": 18328}",0,0.0
101,Frontier Math (AIME),0,0,0,1,STABLE,10,0.5584659999999999,488.44,mSPRT,0.0,23.4728,True,105366,11757,93609,10536.6,50,2107.3,488.404,48.84,"{""databricks-qwen3-next-80b-a3b-instruct"": 68501, ""databricks-meta-llama-3-3-70b-instruct"": 36865}",0,0.0
102,Frontier Math (AIME),1,0,1,1,STABLE,1,0.068008,50.72,unanimous,0.067,1.8333,False,12035,12035,0,12035.0,5,2407.0,50.694,50.694,"{""databricks-qwen3-next-80b-a3b-instruct"": 9934, ""databricks-meta-llama-3-3-70b-instruct"": 2101}",0,0.0
103,Frontier Math (AIME),1,0,1,1,STABLE,6,0.41603999999999997,255.69,mSPRT,0.0,23.4728,True,73855,11515,62340,12309.2,30,2461.8,255.656,42.609,"{""databricks-qwen3-next-80b-a3b-instruct"": 60310, ""databricks-meta-llama-3-3-70b-instruct"": 13545}",0,0.0
104,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.897354,687.45,fallback,0.337,3.0635,False,162450,15648,146802,10830.0,75,2166.0,687.398,45.827,"{""databricks-qwen3-next-80b-a3b-instruct"": 123777, ""databricks-meta-llama-3-3-70b-instruct"": 38673}",0,0.0
105,Frontier Math (AIME),0,0,0,1,STABLE,9,0.249916,262.61,mSPRT,0.001,20.7113,True,49489,5329,44160,5498.8,45,1099.8,262.571,29.175,"{""databricks-qwen3-next-80b-a3b-instruct"": 25980, ""databricks-meta-llama-3-3-70b-instruct"": 23509}",0,0.0
106,Frontier Math (AIME),1,0,1,1,STABLE,1,0.01672,10.63,unanimous,0.1355,1.8333,False,3136,3136,0,3136.0,5,627.2,10.599,10.599,"{""databricks-qwen3-next-80b-a3b-instruct"": 2088, ""databricks-meta-llama-3-3-70b-instruct"": 1048}",0,0.0
107,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.24952,872.61,fallback,0.778,3.5183,False,221298,15167,206131,14753.2,75,2950.6,872.563,58.171,"{""databricks-qwen3-next-80b-a3b-instruct"": 182164, ""databricks-meta-llama-3-3-70b-instruct"": 39134}",0,0.0
108,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.636554,605.94,fallback,0.8075,3.8093,False,118614,2860,115754,7907.6,75,1581.5,605.89,40.393,"{""databricks-qwen3-next-80b-a3b-instruct"": 81049, ""databricks-meta-llama-3-3-70b-instruct"": 37565}",0,0.0
109,Frontier Math (AIME),1,0,1,1,STABLE,1,0.02174,16.34,unanimous,0.1275,1.8333,False,4088,4088,0,4088.0,5,817.6,16.31,16.31,"{""databricks-qwen3-next-80b-a3b-instruct"": 2694, ""databricks-meta-llama-3-3-70b-instruct"": 1394}",0,0.0
110,Frontier Math (AIME),1,0,1,1,STABLE,12,1.02383,734.91,EL-streak,0.005,10.246,False,182666,14672,167994,15222.2,60,3044.4,734.861,61.238,"{""databricks-qwen3-next-80b-a3b-instruct"": 146583, ""databricks-meta-llama-3-3-70b-instruct"": 36083}",0,0.0
111,Frontier Math (AIME),0,0,0,1,STABLE,8,0.45519,542.2,mSPRT,0.0,34.0914,True,84397,6688,77709,10549.6,40,2109.9,542.151,67.769,"{""databricks-qwen3-next-80b-a3b-instruct"": 58801, ""databricks-meta-llama-3-3-70b-instruct"": 25596}",0,0.0
112,Frontier Math (AIME),0,1,1,1,UNSTABLE,15,1.362684,975.28,fallback,0.23,11.9588,False,243788,15234,228554,16252.5,75,3250.5,975.217,65.014,"{""databricks-qwen3-next-80b-a3b-instruct"": 193766, ""databricks-meta-llama-3-3-70b-instruct"": 50022}",0,0.0
113,Frontier Math (AIME),1,1,1,1,STABLE,1,0.064718,42.77,unanimous,0.062,1.8333,False,11528,11528,0,11528.0,5,2305.6,42.744,42.744,"{""databricks-qwen3-next-80b-a3b-instruct"": 9303, ""databricks-meta-llama-3-3-70b-instruct"": 2225}",0,0.0
114,Frontier Math (AIME),1,0,1,1,UNSTABLE,15,0.61209,570.8,fallback,0.0455,8.0715,False,113302,8832,104470,7553.5,75,1510.7,570.741,38.049,"{""databricks-qwen3-next-80b-a3b-instruct"": 79441, ""databricks-meta-llama-3-3-70b-instruct"": 33861}",0,0.0
115,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.25436,831.55,fallback,0.3925,8.3696,False,221849,15157,206692,14789.9,75,2958.0,831.488,55.433,"{""databricks-qwen3-next-80b-a3b-instruct"": 183482, ""databricks-meta-llama-3-3-70b-instruct"": 38367}",0,0.0
116,Frontier Math (AIME),1,0,1,1,STABLE,6,0.337288,239.44,mSPRT,0.0,25.3782,True,61789,8504,53285,10298.2,30,2059.6,239.402,39.9,"{""databricks-qwen3-next-80b-a3b-instruct"": 45066, ""databricks-meta-llama-3-3-70b-instruct"": 16723}",0,0.0
117,Frontier Math (AIME),0,0,0,0,STABLE,7,0.610528,368.7,mSPRT,0.0055,26.9247,True,106714,15533,91181,15244.9,35,3049.0,368.66,52.666,"{""databricks-qwen3-next-80b-a3b-instruct"": 91836, ""databricks-meta-llama-3-3-70b-instruct"": 14878}",0,0.0
118,Frontier Math (AIME),0,0,0,0,STABLE,14,0.7505979999999999,638.05,mSPRT,0.1025,26.9247,True,136374,10630,125744,9741.0,70,1948.2,638.002,45.572,"{""databricks-qwen3-next-80b-a3b-instruct"": 102551, ""databricks-meta-llama-3-3-70b-instruct"": 33823}",0,0.0
119,Frontier Math (AIME),0,1,1,1,STABLE,9,0.25332,339.61,EL-streak,0.089,6.3674,False,48790,9867,38923,5421.1,45,1084.2,339.57,37.73,"{""databricks-qwen3-next-80b-a3b-instruct"": 29080, ""databricks-meta-llama-3-3-70b-instruct"": 19710}",0,0.0
120,Frontier Math (AIME),1,0,1,1,STABLE,1,0.074822,56.94,unanimous,0.126,1.8333,False,13197,13197,0,13197.0,5,2639.4,56.905,56.905,"{""databricks-qwen3-next-80b-a3b-instruct"": 11017, ""databricks-meta-llama-3-3-70b-instruct"": 2180}",0,0.0
121,Frontier Math (AIME),1,0,1,1,STABLE,1,0.04162,41.61,unanimous,0.117,1.8333,False,7690,7690,0,7690.0,5,1538.0,41.56,41.56,"{""databricks-qwen3-next-80b-a3b-instruct"": 5430, ""databricks-meta-llama-3-3-70b-instruct"": 2260}",0,0.0
122,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.3179379999999998,934.29,fallback,0.459,3.9641,False,232661,16273,216388,15510.7,75,3102.1,934.228,62.282,"{""databricks-qwen3-next-80b-a3b-instruct"": 193647, ""databricks-meta-llama-3-3-70b-instruct"": 39014}",0,0.0
123,Frontier Math (AIME),1,0,1,1,STABLE,1,0.065066,41.27,unanimous,0.133,1.8333,False,11427,11427,0,11427.0,5,2285.4,41.234,41.234,"{""databricks-qwen3-next-80b-a3b-instruct"": 9679, ""databricks-meta-llama-3-3-70b-instruct"": 1748}",0,0.0
124,Frontier Math (AIME),0,1,1,1,STABLE,11,0.496556,425.74,EL-streak,0.002,16.9341,False,90939,15046,75893,8267.2,55,1653.4,425.699,38.7,"{""databricks-qwen3-next-80b-a3b-instruct"": 66400, ""databricks-meta-llama-3-3-70b-instruct"": 24539}",0,0.0
125,Frontier Math (AIME),1,0,1,1,STABLE,14,0.826854,732.03,EL-streak,0.0,19.9945,False,152849,8029,144820,10917.8,70,2183.6,731.984,52.285,"{""databricks-qwen3-next-80b-a3b-instruct"": 107729, ""databricks-meta-llama-3-3-70b-instruct"": 45120}",0,0.0
126,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.242292,919.09,fallback,0.4735,3.3611,False,218863,14723,204140,14590.9,75,2918.2,919.047,61.27,"{""databricks-qwen3-next-80b-a3b-instruct"": 183420, ""databricks-meta-llama-3-3-70b-instruct"": 35443}",0,0.0
127,Frontier Math (AIME),1,0,1,1,STABLE,1,0.054211999999999996,87.94,unanimous,0.121,1.8333,False,11046,11046,0,11046.0,5,2209.2,87.907,87.907,"{""databricks-qwen3-next-80b-a3b-instruct"": 5014, ""databricks-meta-llama-3-3-70b-instruct"": 6032}",0,0.0
128,Frontier Math (AIME),0,0,0,1,STABLE,6,0.285406,259.36,mSPRT,0.003,26.9247,True,51900,4908,46992,8650.0,30,1730.0,259.326,43.221,"{""databricks-qwen3-next-80b-a3b-instruct"": 38903, ""databricks-meta-llama-3-3-70b-instruct"": 12997}",0,0.0
129,Frontier Math (AIME),0,0,0,1,UNSTABLE,15,1.038626,709.72,fallback,0.0925,16.4548,False,184763,14950,169813,12317.5,75,2463.5,709.661,47.311,"{""databricks-qwen3-next-80b-a3b-instruct"": 149787, ""databricks-meta-llama-3-3-70b-instruct"": 34976}",0,0.0
130,Frontier Math (AIME),0,0,0,1,STABLE,5,0.142964,166.74,mSPRT,0.0025,20.7113,True,27630,5816,21814,5526.0,25,1105.2,166.703,33.341,"{""databricks-qwen3-next-80b-a3b-instruct"": 16222, ""databricks-meta-llama-3-3-70b-instruct"": 11408}",0,0.0
131,Frontier Math (AIME),0,1,1,1,STABLE,14,0.957534,759.05,mSPRT,0.0265,23.4728,True,173511,3235,170276,12393.6,70,2478.7,759.007,54.215,"{""databricks-qwen3-next-80b-a3b-instruct"": 131745, ""databricks-meta-llama-3-3-70b-instruct"": 41766}",0,0.0
132,Frontier Math (AIME),0,0,0,1,STABLE,15,0.6850499999999999,560.2,mSPRT,0.1095,21.4017,True,125843,15445,110398,8389.5,75,1677.9,560.151,37.343,"{""databricks-qwen3-next-80b-a3b-instruct"": 90839, ""databricks-meta-llama-3-3-70b-instruct"": 35004}",0,0.0
133,Frontier Math (AIME),0,1,1,1,STABLE,9,0.5463239999999999,400.31,EL-streak,0.001,6.7376,False,97174,6083,91091,10797.1,45,2159.4,400.264,44.474,"{""databricks-qwen3-next-80b-a3b-instruct"": 78814, ""databricks-meta-llama-3-3-70b-instruct"": 18360}",0,0.0
134,Frontier Math (AIME),1,0,1,1,STABLE,12,0.750844,604.5,EL-streak,0.009,19.7067,False,136309,12942,123367,11359.1,60,2271.8,604.451,50.371,"{""databricks-qwen3-next-80b-a3b-instruct"": 102804, ""databricks-meta-llama-3-3-70b-instruct"": 33505}",0,0.0
135,Frontier Math (AIME),0,0,0,1,STABLE,7,0.36252399999999996,293.1,mSPRT,0.007,20.7113,True,66928,10481,56447,9561.1,35,1912.2,293.048,41.864,"{""databricks-qwen3-next-80b-a3b-instruct"": 47406, ""databricks-meta-llama-3-3-70b-instruct"": 19522}",0,0.0
136,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.9259,684.27,fallback,0.2465,3.5357,False,162164,14091,148073,10810.9,75,2162.2,684.212,45.614,"{""databricks-qwen3-next-80b-a3b-instruct"": 138622, ""databricks-meta-llama-3-3-70b-instruct"": 23542}",0,0.0
137,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.807268,659.45,fallback,0.713,6.162,False,148734,6597,142137,9915.6,75,1983.1,659.4,43.96,"{""databricks-qwen3-next-80b-a3b-instruct"": 106166, ""databricks-meta-llama-3-3-70b-instruct"": 42568}",0,0.0
138,Frontier Math (AIME),1,0,1,1,STABLE,1,0.029476,24.18,unanimous,0.1315,1.8333,False,5588,5588,0,5588.0,5,1117.6,24.141,24.141,"{""databricks-qwen3-next-80b-a3b-instruct"": 3562, ""databricks-meta-llama-3-3-70b-instruct"": 2026}",0,0.0
139,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.72228,606.0,fallback,0.7895,4.0906,False,128636,10196,118440,8575.7,75,1715.1,605.938,40.396,"{""databricks-qwen3-next-80b-a3b-instruct"": 103868, ""databricks-meta-llama-3-3-70b-instruct"": 24768}",0,0.0
140,Frontier Math (AIME),0,0,0,1,STABLE,6,0.147664,164.8,mSPRT,0.0005,20.7113,True,28320,1519,26801,4720.0,30,944.0,164.765,27.461,"{""databricks-qwen3-next-80b-a3b-instruct"": 17192, ""databricks-meta-llama-3-3-70b-instruct"": 11128}",0,0.0
141,Frontier Math (AIME),1,0,1,1,STABLE,1,0.054470000000000005,37.44,unanimous,0.1365,1.8333,False,9477,9477,0,9477.0,5,1895.4,37.407,37.407,"{""databricks-qwen3-next-80b-a3b-instruct"": 8281, ""databricks-meta-llama-3-3-70b-instruct"": 1196}",0,0.0
142,Frontier Math (AIME),0,1,1,1,STABLE,12,0.9648779999999999,610.57,EL-streak,0.003,11.2853,False,168954,14171,154783,14079.5,60,2815.9,610.518,50.877,"{""databricks-qwen3-next-80b-a3b-instruct"": 144531, ""databricks-meta-llama-3-3-70b-instruct"": 24423}",0,0.0
143,Frontier Math (AIME),1,0,1,1,UNSTABLE,15,0.7045079999999999,698.68,fallback,0.4955,5.541,False,131078,9834,121244,8738.5,75,1747.7,698.624,46.575,"{""databricks-qwen3-next-80b-a3b-instruct"": 90098, ""databricks-meta-llama-3-3-70b-instruct"": 40980}",0,0.0
144,Frontier Math (AIME),1,1,1,1,STABLE,1,0.028519999999999997,19.81,unanimous,0.0325,1.8333,False,5344,5344,0,5344.0,5,1068.8,19.777,19.777,"{""databricks-qwen3-next-80b-a3b-instruct"": 3572, ""databricks-meta-llama-3-3-70b-instruct"": 1772}",0,0.0
145,Frontier Math (AIME),1,0,1,1,STABLE,1,0.05674799999999999,40.32,unanimous,0.134,1.8333,False,10216,10216,0,10216.0,5,2043.2,40.29,40.29,"{""databricks-qwen3-next-80b-a3b-instruct"": 7942, ""databricks-meta-llama-3-3-70b-instruct"": 2274}",0,0.0
146,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.117944,778.97,fallback,0.455,1.6254,False,196633,14722,181911,13108.9,75,2621.8,778.908,51.927,"{""databricks-qwen3-next-80b-a3b-instruct"": 165706, ""databricks-meta-llama-3-3-70b-instruct"": 30927}",0,0.0
147,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.82895,870.28,fallback,0.549,6.9836,False,148001,1443,146558,9866.7,75,1973.3,870.236,58.016,"{""databricks-qwen3-next-80b-a3b-instruct"": 118473, ""databricks-meta-llama-3-3-70b-instruct"": 29528}",0,0.0
148,Frontier Math (AIME),1,0,1,1,STABLE,1,0.043047999999999996,37.87,unanimous,0.1205,1.8333,False,8111,8111,0,8111.0,5,1622.2,37.835,37.835,"{""databricks-qwen3-next-80b-a3b-instruct"": 5302, ""databricks-meta-llama-3-3-70b-instruct"": 2809}",0,0.0
149,Frontier Math (AIME),1,0,1,1,STABLE,6,0.4976519999999999,590.52,mSPRT,0.0,20.683,True,90954,16896,74058,15159.0,30,3031.8,590.479,98.413,"{""databricks-qwen3-next-80b-a3b-instruct"": 66918, ""databricks-meta-llama-3-3-70b-instruct"": 24036}",0,0.0
150,Frontier Math (AIME),0,1,0,1,STABLE,1,0.07077599999999999,43.88,unanimous,0.123,1.4813,False,12417,12417,0,12417.0,5,2483.4,43.846,43.846,"{""databricks-qwen3-next-80b-a3b-instruct"": 10554, ""databricks-meta-llama-3-3-70b-instruct"": 1863}",0,0.0
151,Frontier Math (AIME),1,0,1,1,STABLE,1,0.052067999999999996,47.62,unanimous,0.1325,1.8333,False,9601,9601,0,9601.0,5,1920.2,47.582,47.582,"{""databricks-qwen3-next-80b-a3b-instruct"": 6832, ""databricks-meta-llama-3-3-70b-instruct"": 2769}",0,0.0
152,Frontier Math (AIME),1,0,1,1,STABLE,10,0.576028,549.78,EL-streak,0.029,5.0146,False,102078,12244,89834,10207.8,50,2041.6,549.74,54.974,"{""databricks-qwen3-next-80b-a3b-instruct"": 83858, ""databricks-meta-llama-3-3-70b-instruct"": 18220}",0,0.0
153,Frontier Math (AIME),1,0,1,1,STABLE,1,0.07472799999999999,55.16,unanimous,0.128,1.8333,False,13457,13457,0,13457.0,5,2691.4,55.132,55.132,"{""databricks-qwen3-next-80b-a3b-instruct"": 10450, ""databricks-meta-llama-3-3-70b-instruct"": 3007}",0,0.0
154,Frontier Math (AIME),1,0,1,1,STABLE,1,0.041498,38.7,unanimous,0.139,1.8333,False,7848,7848,0,7848.0,5,1569.6,38.66,38.66,"{""databricks-qwen3-next-80b-a3b-instruct"": 5053, ""databricks-meta-llama-3-3-70b-instruct"": 2795}",0,0.0
155,Frontier Math (AIME),1,0,1,1,STABLE,1,0.064206,39.45,unanimous,0.1275,1.8333,False,11264,11264,0,11264.0,5,2252.8,39.421,39.421,"{""databricks-qwen3-next-80b-a3b-instruct"": 9575, ""databricks-meta-llama-3-3-70b-instruct"": 1689}",0,0.0
156,Frontier Math (AIME),0,0,0,0,STABLE,6,0.515218,450.3,mSPRT,0.0115,21.4017,True,90043,14436,75607,15007.2,30,3001.4,450.26,75.043,"{""databricks-qwen3-next-80b-a3b-instruct"": 77523, ""databricks-meta-llama-3-3-70b-instruct"": 12520}",0,0.0
157,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.122846,869.99,fallback,0.062,7.0932,False,198742,10469,188273,13249.5,75,2649.9,869.938,57.996,"{""databricks-qwen3-next-80b-a3b-instruct"": 163939, ""databricks-meta-llama-3-3-70b-instruct"": 34803}",0,0.0
158,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,0.912704,756.8,fallback,0.2175,9.4642,False,167060,15537,151523,11137.3,75,2227.5,756.747,50.45,"{""databricks-qwen3-next-80b-a3b-instruct"": 122232, ""databricks-meta-llama-3-3-70b-instruct"": 44828}",0,0.0
159,Frontier Math (AIME),1,0,1,1,STABLE,1,0.053591999999999994,41.81,unanimous,0.1275,1.8333,False,9442,9442,0,9442.0,5,1888.4,41.783,41.783,"{""databricks-qwen3-next-80b-a3b-instruct"": 7912, ""databricks-meta-llama-3-3-70b-instruct"": 1530}",0,0.0
160,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.176636,810.16,fallback,0.6365,8.1121,False,209623,15832,193791,13974.9,75,2795.0,810.113,54.008,"{""databricks-qwen3-next-80b-a3b-instruct"": 169072, ""databricks-meta-llama-3-3-70b-instruct"": 40551}",0,0.0
161,Frontier Math (AIME),0,0,0,0,STABLE,11,0.5190199999999999,436.11,EL-streak,0.002,17.4954,False,95317,10483,84834,8665.2,55,1733.0,436.063,39.642,"{""databricks-qwen3-next-80b-a3b-instruct"": 68876, ""databricks-meta-llama-3-3-70b-instruct"": 26441}",0,0.0
162,Frontier Math (AIME),0,0,0,1,STABLE,6,0.41796,444.9,mSPRT,0.0,20.7113,True,73741,2031,71710,12290.2,30,2458.0,444.869,74.145,"{""databricks-qwen3-next-80b-a3b-instruct"": 61498, ""databricks-meta-llama-3-3-70b-instruct"": 12243}",0,0.0
163,Frontier Math (AIME),1,0,1,1,STABLE,1,0.058879999999999995,39.54,unanimous,0.133,1.8333,False,10294,10294,0,10294.0,5,2058.8,39.512,39.512,"{""databricks-qwen3-next-80b-a3b-instruct"": 8852, ""databricks-meta-llama-3-3-70b-instruct"": 1442}",0,0.0
164,Frontier Math (AIME),1,0,1,1,STABLE,9,0.5254439999999999,421.98,EL-streak+mSPRT,0.0,31.0968,True,95314,12584,82730,10590.4,45,2118.1,421.934,46.882,"{""databricks-qwen3-next-80b-a3b-instruct"": 72094, ""databricks-meta-llama-3-3-70b-instruct"": 23220}",0,0.0
165,Frontier Math (AIME),0,0,0,1,STABLE,10,0.60798,484.77,mSPRT,0.0,21.2141,True,110183,2282,107901,11018.3,50,2203.7,484.736,48.474,"{""databricks-qwen3-next-80b-a3b-instruct"": 83624, ""databricks-meta-llama-3-3-70b-instruct"": 26559}",0,0.0
166,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.31366,1098.16,fallback,0.534,8.0106,False,232668,15098,217570,15511.2,75,3102.2,1098.112,73.207,"{""databricks-qwen3-next-80b-a3b-instruct"": 191494, ""databricks-meta-llama-3-3-70b-instruct"": 41174}",0,0.0
167,Frontier Math (AIME),1,0,1,1,STABLE,1,0.06724799999999999,59.06,unanimous,0.0765,1.8333,False,11785,11785,0,11785.0,5,2357.0,59.023,59.023,"{""databricks-qwen3-next-80b-a3b-instruct"": 10054, ""databricks-meta-llama-3-3-70b-instruct"": 1731}",0,0.0
168,Frontier Math (AIME),0,0,0,0,STABLE,1,0.084464,70.46,unanimous,0.1155,1.4813,False,14834,14834,0,14834.0,5,2966.8,70.414,70.414,"{""databricks-qwen3-next-80b-a3b-instruct"": 12564, ""databricks-meta-llama-3-3-70b-instruct"": 2270}",0,0.0
169,Frontier Math (AIME),1,0,1,1,STABLE,1,0.069354,48.2,unanimous,0.1375,1.8333,False,12360,12360,0,12360.0,5,2472.0,48.168,48.168,"{""databricks-qwen3-next-80b-a3b-instruct"": 9957, ""databricks-meta-llama-3-3-70b-instruct"": 2403}",0,0.0
170,Frontier Math (AIME),0,0,0,0,STABLE,10,0.8079,647.97,mSPRT,0.0115,24.2659,True,145600,15648,129952,14560.0,50,2912.0,647.926,64.793,"{""databricks-qwen3-next-80b-a3b-instruct"": 112750, ""databricks-meta-llama-3-3-70b-instruct"": 32850}",0,0.0
171,Frontier Math (AIME),0,0,0,1,STABLE,12,0.9155859999999999,723.89,EL-streak,0.0045,13.5542,False,168538,16191,152347,14044.8,60,2809.0,723.849,60.321,"{""databricks-qwen3-next-80b-a3b-instruct"": 120717, ""databricks-meta-llama-3-3-70b-instruct"": 47821}",0,0.0
172,Frontier Math (AIME),1,0,1,1,STABLE,1,0.027201999999999997,16.82,unanimous,0.1235,1.8333,False,5040,5040,0,5040.0,5,1008.0,16.789,16.789,"{""databricks-qwen3-next-80b-a3b-instruct"": 3521, ""databricks-meta-llama-3-3-70b-instruct"": 1519}",0,0.0
173,Frontier Math (AIME),0,0,0,0,STABLE,1,0.081352,48.32,unanimous,0.135,1.8333,False,14014,14014,0,14014.0,5,2802.8,48.286,48.286,"{""databricks-qwen3-next-80b-a3b-instruct"": 12648, ""databricks-meta-llama-3-3-70b-instruct"": 1366}",0,0.0
174,Frontier Math (AIME),0,0,0,1,STABLE,9,0.715554,444.3,mSPRT,0.0165,20.5778,True,127062,14581,112481,14118.0,45,2823.6,444.256,49.362,"{""databricks-qwen3-next-80b-a3b-instruct"": 103653, ""databricks-meta-llama-3-3-70b-instruct"": 23409}",0,0.0
175,Frontier Math (AIME),0,0,0,1,UNSTABLE,15,0.937216,807.97,fallback,0.5935,2.1849,False,167545,16613,150932,11169.7,75,2233.9,807.919,53.861,"{""databricks-qwen3-next-80b-a3b-instruct"": 133518, ""databricks-meta-llama-3-3-70b-instruct"": 34027}",0,0.0
176,Frontier Math (AIME),1,1,1,1,STABLE,1,0.064792,45.11,unanimous,0.0655,1.8333,False,11459,11459,0,11459.0,5,2291.8,45.078,45.078,"{""databricks-qwen3-next-80b-a3b-instruct"": 9478, ""databricks-meta-llama-3-3-70b-instruct"": 1981}",0,0.0
177,Frontier Math (AIME),1,0,1,1,STABLE,5,0.2875,220.22,mSPRT,0.0,20.7113,True,52772,6095,46677,10554.4,25,2110.9,220.181,44.036,"{""databricks-qwen3-next-80b-a3b-instruct"": 38206, ""databricks-meta-llama-3-3-70b-instruct"": 14566}",0,0.0
178,Frontier Math (AIME),1,0,1,1,STABLE,13,0.734834,588.55,mSPRT,0.001,21.9079,True,134649,14728,119921,10357.6,65,2071.5,588.505,45.27,"{""databricks-qwen3-next-80b-a3b-instruct"": 98119, ""databricks-meta-llama-3-3-70b-instruct"": 36530}",0,0.0
179,Frontier Math (AIME),0,0,0,0,STABLE,10,0.600192,454.52,EL-streak,0.0005,8.3043,False,108733,15546,93187,10873.3,50,2174.7,454.472,45.447,"{""databricks-qwen3-next-80b-a3b-instruct"": 82630, ""databricks-meta-llama-3-3-70b-instruct"": 26103}",0,0.0
180,Frontier Math (AIME),0,0,0,0,STABLE,9,0.420162,335.21,mSPRT,0.0145,26.9247,True,76341,1761,74580,8482.3,45,1696.5,335.161,37.24,"{""databricks-qwen3-next-80b-a3b-instruct"": 57399, ""databricks-meta-llama-3-3-70b-instruct"": 18942}",0,0.0
181,Frontier Math (AIME),0,0,0,0,UNSTABLE,15,1.06074,921.35,fallback,0.7285,1.5613,False,189000,14545,174455,12600.0,75,2520.0,921.282,61.419,"{""databricks-qwen3-next-80b-a3b-instruct"": 152370, ""databricks-meta-llama-3-3-70b-instruct"": 36630}",0,0.0
182,Frontier Math (AIME),1,0,1,1,STABLE,1,0.059669999999999994,46.24,unanimous,0.133,1.8333,False,10612,10612,0,10612.0,5,2122.4,46.209,46.209,"{""databricks-qwen3-next-80b-a3b-instruct"": 8611, ""databricks-meta-llama-3-3-70b-instruct"": 2001}",0,0.0
