Idx,Category,Qwen_Guess,Llama_Guess,Consensus_S1,DASE_Final,Qwen_Acc,Llama_Acc,Consensus_Acc,DASE_Acc,State,Steps,Cost,Duration,Infra_Noise,Infra_Noise_Rate
245,GPQA (High-energy particle physics),A,A,A,A,1,1,1,1,STABLE,1,0.026024,18.61,0,0.0
246,GPQA (Organic Chemistry),4+2,D,4+2,D,0,0,0,0,STABLE,8,0.487024,345.65,0,0.0
247,GPQA (Quantum Mechanics),empty,C,C,C,0,0,0,0,STABLE,1,0.0027519999999999,7.85,0,0.0
248,GPQA (Physics (general)),empty,A,A,C,0,0,0,1,STABLE,9,0.255162,236.26,0,0.0
249,GPQA (Quantum Mechanics),B,B,B,B,1,1,1,1,STABLE,1,0.028718,17.15,0,0.0
250,GPQA (Relativistic Mechanics),A,A,A,A,1,1,1,1,STABLE,1,0.0260439999999999,18.12,0,0.0
251,GPQA (Physics (general)),(A),B,(A),A,1,0,1,1,STABLE,5,0.1661019999999999,130.58,0,0.0
252,GPQA (Molecular Biology),C,D,C,D,0,1,0,1,STABLE,7,0.769486,339.48,0,0.0
253,GPQA (Quantum Mechanics),empty,B,B,B,0,0,0,0,STABLE,1,0.0939919999999999,63.31,0,0.0
254,GPQA (High-energy particle physics),D,D,D,D,1,1,1,1,STABLE,1,0.036204,8.83,0,0.0
255,GPQA (Genetics),B,A,B,A,1,0,1,0,STABLE,5,0.0562699999999999,97.65,0,0.0
256,GPQA (Organic Chemistry),10,C,10,C,0,0,0,0,STABLE,10,0.682476,427.56,0,0.0
257,GPQA (Inorganic Chemistry),empty,B,B,B,0,0,0,0,STABLE,1,0.007972,38.79,0,0.0
258,GPQA (Organic Chemistry),empty,C,C,C,0,1,1,1,STABLE,1,0.0011359999999999,9.51,0,0.0
259,GPQA (Quantum Mechanics),empty,A,A,A,0,1,1,1,STABLE,1,0.0277359999999999,42.56,0,0.0
260,GPQA (Molecular Biology),empty,A,A,A,0,1,1,1,STABLE,1,0.00156,9.76,0,0.0
261,GPQA (High-energy particle physics),empty,B,B,B,0,0,0,0,STABLE,1,0.014416,42.96,0,0.0
262,GPQA (Molecular Biology),empty,B,B,B,0,1,1,1,STABLE,1,0.005416,7.94,0,0.0
263,GPQA (Physics (general)),empty,(C),(C),D,0,0,0,1,STABLE,4,0.089174,103.98,0,0.0
264,GPQA (Molecular Biology),A,B,A,B,0,0,0,0,UNSTABLE,15,0.3832379999999999,232.2,0,0.0
265,GPQA (Quantum Mechanics),empty,D,D,D,0,1,1,1,STABLE,1,0.0842599999999999,51.45,0,0.0
266,GPQA (Organic Chemistry),C,C,C,"2,3",0,0,0,0,STABLE,7,0.531794,278.64,0,0.0
267,GPQA (Quantum Mechanics),D,D,D,D,1,1,1,1,STABLE,1,0.0205619999999999,14.46,0,0.0
268,GPQA (Molecular Biology),empty,B,B,B,0,1,1,1,STABLE,6,0.0945739999999999,90.28,0,0.0
269,GPQA (Physics (general)),empty,B,B,B,0,1,1,1,STABLE,5,0.2957919999999999,353.7,0,0.0
270,GPQA (Organic Chemistry),B,B,B,B,1,1,1,1,STABLE,1,0.01521,7.68,0,0.0
271,GPQA (Astrophysics),B,B,B,B,1,1,1,1,STABLE,4,0.183658,157.24,0,0.0
272,GPQA (Astrophysics),C,C,C,C,1,1,1,1,STABLE,4,0.3352819999999999,251.13,0,0.0
273,GPQA (Astrophysics),D,D,D,D,1,1,1,1,STABLE,1,0.025852,26.71,0,0.0
274,GPQA (Organic Chemistry),B,A,B,B,1,0,1,1,STABLE,4,0.175388,103.9,0,0.0
275,GPQA (Astrophysics),B,B,B,B,1,1,1,1,STABLE,1,0.0184539999999999,9.26,0,0.0
276,GPQA (Electromagnetism and Photonics),C,C,C,C,1,1,1,1,STABLE,1,0.0208,5.7,0,0.0
277,GPQA (Astrophysics),C,B,C,B,0,0,0,0,STABLE,11,0.662458,448.21,0,0.0
278,GPQA (Organic Chemistry),"2,3",D,"2,3",D,0,1,0,1,STABLE,14,0.8075319999999999,600.34,0,0.0
279,GPQA (Quantum Mechanics),empty,C,C,C,0,1,1,1,STABLE,1,0.006624,13.44,0,0.0
280,GPQA (Molecular Biology),empty,A,A,A,0,0,0,0,STABLE,1,0.0341179999999999,42.76,0,0.0
281,GPQA (Organic Chemistry),empty,B,B,B,0,1,1,1,STABLE,1,0.002176,10.0,0,0.0
282,GPQA (Organic Chemistry),empty,B,B,B,0,1,1,1,STABLE,1,0.002296,12.71,0,0.0
283,GPQA (Astrophysics),empty,B,B,B,0,0,0,0,STABLE,1,0.009632,39.64,0,0.0
284,GPQA (Molecular Biology),empty,C,C,C,0,0,0,0,STABLE,1,0.0028239999999999,7.0,0,0.0
285,GPQA (Condensed Matter Physics),empty,A,A,A,0,1,1,1,STABLE,1,0.002536,9.88,0,0.0
286,GPQA (Organic Chemistry),C,C,C,C,1,1,1,1,STABLE,1,0.0763959999999999,42.91,0,0.0
287,GPQA (Organic Chemistry),empty,A,A,A,0,1,1,1,STABLE,1,0.081928,44.62,0,0.0
288,GPQA (Organic Chemistry),A,A,A,A,0,0,0,0,STABLE,1,0.036404,9.26,0,0.0
289,GPQA (Chemistry (general)),A,A,A,A,1,1,1,1,STABLE,1,0.032962,44.83,0,0.0
290,GPQA (Physics (general)),A,C,A,A,1,0,1,1,STABLE,6,0.238276,180.54,0,0.0
291,GPQA (Chemistry (general)),C,C,C,C,1,1,1,1,STABLE,1,0.0376899999999999,38.92,0,0.0
292,GPQA (Chemistry (general)),D,C,D,A,0,1,0,0,STABLE,8,0.132214,164.97,0,0.0
293,GPQA (High-energy particle physics),A,A,A,A,1,1,1,1,STABLE,1,0.0409599999999999,16.39,0,0.0
294,GPQA (Chemistry (general)),C,D,C,D,0,1,0,1,UNSTABLE,15,0.356272,290.9,0,0.0
295,GPQA (Organic Chemistry),A,A,A,A,1,1,1,1,STABLE,4,0.2166,182.58,0,0.0
296,GPQA (Physics (general)),B,B,B,B,1,1,1,1,STABLE,1,0.00407,0.67,0,0.0
297,GPQA (Astrophysics),B,C,B,B,1,0,1,1,STABLE,4,0.2052919999999999,223.95,0,0.0
298,GPQA (Organic Chemistry),empty,B,B,B,0,0,0,0,STABLE,1,0.082874,45.32,0,0.0
299,GPQA (Organic Chemistry),empty,D,D,D,0,1,1,1,STABLE,1,0.085578,40.52,0,0.0
300,GPQA (Physics (general)),B,B,B,B,0,0,0,0,STABLE,4,0.205558,158.76,0,0.0
301,GPQA (Physics (general)),empty,D,D,B,0,0,0,1,STABLE,5,0.071354,61.05,0,0.0
302,GPQA (High-energy particle physics),empty,C,C,C,0,0,0,0,STABLE,1,0.041156,33.62,0,0.0
303,GPQA (Chemistry (general)),B,A,B,B,1,0,1,1,STABLE,4,0.124806,105.26,0,0.0
304,GPQA (Chemistry (general)),empty,B,B,B,0,1,1,1,STABLE,1,0.085738,48.0,0,0.0
305,GPQA (Molecular Biology),C,C,C,C,1,1,1,1,STABLE,1,0.005494,1.57,0,0.0
306,GPQA (Molecular Biology),B,B,B,B,1,1,1,1,STABLE,1,0.01006,4.35,0,0.0
307,GPQA (Organic Chemistry),empty,B,B,A,0,0,0,1,STABLE,7,0.507126,359.9,0,0.0
308,GPQA (Quantum Mechanics),B,D,B,B,1,0,1,1,STABLE,7,0.2129559999999999,266.05,0,0.0
309,GPQA (Physics (general)),D,D,D,D,0,0,0,0,STABLE,1,0.035444,38.74,0,0.0
310,GPQA (Organic Chemistry),empty,B,B,B,0,0,0,0,STABLE,4,0.318598,183.82,0,0.0
311,GPQA (Organic Chemistry),was C2,D,was C2,D,0,0,0,0,STABLE,4,0.2757819999999999,179.77,0,0.0
312,GPQA (Organic Chemistry),empty,D,D,D,0,1,1,1,STABLE,1,0.0282299999999999,40.27,0,0.0
313,GPQA (High-energy particle physics),empty,C,C,C,0,1,1,1,STABLE,4,0.025824,52.45,0,0.0
314,GPQA (Organic Chemistry),empty,A,A,A,0,1,1,1,STABLE,1,0.002248,6.99,0,0.0
315,GPQA (Chemistry (general)),empty,B,B,B,0,0,0,0,STABLE,1,0.0090879999999999,46.09,0,0.0
316,GPQA (Molecular Biology),empty,C,C,C,0,0,0,0,STABLE,1,0.0032719999999999,9.05,0,0.0
317,GPQA (Molecular Biology),empty,B,B,B,0,1,1,1,STABLE,1,0.003096,12.92,0,0.0
318,GPQA (Chemistry (general)),empty,C,C,C,0,1,1,1,STABLE,1,0.003088,9.23,0,0.0
319,GPQA (Organic Chemistry),4+2,B,4+2,B,0,0,0,0,STABLE,11,0.6056219999999999,485.41,0,0.0
320,GPQA (Organic Chemistry),empty,D,D,D,0,0,0,0,STABLE,1,0.002384,6.52,0,0.0
321,GPQA (Physics (general)),empty,C,C,C,0,0,0,0,STABLE,1,0.0115599999999999,33.75,0,0.0
322,GPQA (Organic Chemistry),empty,C,C,C,0,0,0,0,STABLE,5,0.4505299999999999,343.93,0,0.0
323,GPQA (Molecular Biology),C,C,C,C,1,1,1,1,STABLE,1,0.0108979999999999,3.23,0,0.0
324,GPQA (Organic Chemistry),2.2.1,D,2.2.1,C,0,0,0,0,UNSTABLE,15,0.604252,517.14,0,0.0
325,GPQA (Quantum Mechanics),empty,A,A,B,0,0,0,1,STABLE,5,0.0866239999999999,146.22,0,0.0
326,GPQA (Chemistry (general)),empty,C,C,C,0,1,1,1,STABLE,13,0.969838,671.43,0,0.0
327,GPQA (Organic Chemistry),empty,C,C,C,0,1,1,1,STABLE,4,0.1358639999999999,188.81,0,0.0
328,GPQA (Organic Chemistry),A,B,A,A,0,1,0,0,STABLE,4,0.12763,93.77,0,0.0
329,GPQA (High-energy particle physics),\partial_\mu - i e A_\mu(x),A,\partial_\mu - i e A_\mu(x),A,0,0,0,0,STABLE,5,0.4213139999999999,232.2,0,0.0
330,GPQA (Organic Chemistry),empty,B,B,B,0,0,0,0,STABLE,9,0.368768,340.79,0,0.0
331,GPQA (Molecular Biology),empty,B,B,B,0,1,1,1,STABLE,1,0.002056,11.09,0,0.0
332,GPQA (High-energy particle physics),empty,A,A,D,0,0,0,1,STABLE,7,0.288638,309.83,0,0.0
333,GPQA (Molecular Biology),empty,B,B,C,0,0,0,1,STABLE,5,0.181688,82.97,0,0.0
334,GPQA (High-energy particle physics),C,C,C,A,1,1,1,0,STABLE,13,0.617038,490.95,0,0.0
335,GPQA (Organic Chemistry),empty,A,A,A,0,1,1,1,STABLE,7,0.523512,310.17,0,0.0
336,GPQA (Astrophysics),D,B,D,B,1,0,1,0,UNSTABLE,15,0.960004,1420.37,0,0.0
337,GPQA (Molecular Biology),B,empty,B,B,1,0,1,1,STABLE,4,0.24472,458.87,0,0.0
338,GPQA (Organic Chemistry),"1,5",B,"1,5",B,0,0,0,0,STABLE,4,0.3536359999999999,306.4,0,0.0
339,GPQA (Organic Chemistry),C,C,C,C,1,1,1,1,STABLE,1,0.01882,12.94,0,0.0
340,GPQA (Astrophysics),C,C,C,C,0,0,0,0,STABLE,1,0.0300799999999999,44.79,0,0.0
341,GPQA (Molecular Biology),A,A,A,A,1,1,1,1,STABLE,1,0.031928,20.14,0,0.0
342,GPQA (Organic Chemistry),empty,A,A,B,0,1,1,0,STABLE,6,0.53858,505.13,0,0.0
343,GPQA (Organic Chemistry),empty,B,B,B,0,0,0,0,STABLE,1,0.0831339999999999,40.39,0,0.0
344,GPQA (Physical Chemistry),D,D,D,D,1,1,1,1,STABLE,1,0.0247939999999999,41.39,0,0.0
345,GPQA (Organic Chemistry),D,B,D,B,0,1,0,1,STABLE,6,0.1895259999999999,262.44,0,0.0
346,GPQA (Astrophysics),B,B,B,B,1,1,1,1,STABLE,1,0.015146,6.35,0,0.0
347,GPQA (Genetics),B,B,B,B,1,1,1,1,STABLE,1,0.005096,4.56,0,0.0
348,GPQA (Physics (general)),C,C,C,D,1,1,1,0,UNSTABLE,15,0.4520119999999999,460.63,0,0.0
349,GPQA (Molecular Biology),B,B,B,B,1,1,1,1,STABLE,1,0.081454,40.78,0,0.0
350,GPQA (High-energy particle physics),empty,D,D,D,0,0,0,0,STABLE,9,0.7695939999999999,591.44,0,0.0
351,GPQA (Physics (general)),B,A,B,B,1,0,1,1,STABLE,4,0.15005,226.35,0,0.0
352,GPQA (Genetics),C,C,C,C,1,1,1,1,STABLE,1,0.0062399999999999,1.4,0,0.0
353,GPQA (High-energy particle physics),A,A,A,A,1,1,1,1,STABLE,4,0.0811699999999999,71.92,0,0.0
354,GPQA (Molecular Biology),C,C,C,C,0,0,0,0,STABLE,1,0.052958,40.41,0,0.0
355,GPQA (Molecular Biology),D,D,D,D,1,1,1,1,STABLE,1,0.01062,5.62,0,0.0
356,GPQA (Organic Chemistry),B,D,B,B,1,0,1,1,STABLE,5,0.329298,277.96,0,0.0
357,GPQA (Molecular Biology),B,A,B,A,1,0,1,0,STABLE,4,1.5284779999999998,345.16,0,0.0
358,GPQA (Astrophysics),C,D,C,A,0,1,0,0,UNSTABLE,15,0.92983,710.2,0,0.0
359,GPQA (Astrophysics),empty,A,A,D,0,0,0,1,STABLE,4,0.155748,125.74,0,0.0
360,GPQA (Organic Chemistry),empty,D,D,D,0,0,0,0,STABLE,1,0.0027199999999999,10.71,0,0.0
361,GPQA (High-energy particle physics),empty,A,A,A,0,0,0,0,STABLE,1,0.011744,44.1,0,0.0
362,GPQA (Molecular Biology),A,A,A,A,0,0,0,0,STABLE,1,0.008454,0.82,0,0.0
363,GPQA (Quantum Mechanics),D,D,D,D,1,1,1,1,STABLE,1,0.045318,29.8,0,0.0
364,GPQA (Physics (general)),D,D,D,D,1,1,1,1,STABLE,1,0.004666,0.92,0,0.0
365,GPQA (Physics (general)),empty,C,C,B,0,0,0,1,STABLE,8,0.6030439999999999,576.25,0,0.0
366,GPQA (Molecular Biology),D,D,D,D,1,1,1,1,STABLE,1,0.00501,0.57,0,0.0
367,GPQA (Organic Chemistry),3.2.0,C,3.2.0,3.2.0,0,0,0,0,STABLE,5,0.371002,330.11,0,0.0
368,GPQA (Molecular Biology),B,B,B,B,0,0,0,0,STABLE,1,0.0042019999999999,4.08,0,0.0
369,GPQA (Astrophysics),C,C,C,C,1,1,1,1,STABLE,4,0.17757,122.77,0,0.0
370,GPQA (High-energy particle physics),B,B,B,B,1,1,1,1,STABLE,1,0.0048059999999999,1.81,0,0.0
371,GPQA (Astrophysics),A,D,A,A,1,0,1,1,STABLE,4,0.193136,125.9,0,0.0
372,GPQA (Molecular Biology),C,C,C,C,1,1,1,1,STABLE,1,0.007398,0.66,0,0.0
373,GPQA (Quantum Mechanics),B,B,B,B,1,1,1,1,STABLE,1,0.026004,17.01,0,0.0
374,GPQA (Quantum Mechanics),emitted particle,C,emitted particle,C,0,1,0,1,STABLE,4,0.2593439999999999,172.6,0,0.0
375,GPQA (Astrophysics),C,D,C,C,1,0,1,1,STABLE,4,0.2112059999999999,173.49,0,0.0
376,GPQA (Quantum Mechanics),C,C,C,C,1,1,1,1,STABLE,1,0.013302,4.81,0,0.0
377,GPQA (Physics (general)),A,(D),A,C,1,0,1,0,STABLE,10,0.8605079999999999,729.59,0,0.0
378,GPQA (Organic Chemistry),CH(NO₂)CH₂CH₃,A,CH(NO₂)CH₂CH₃,A,0,0,0,0,STABLE,4,0.3361079999999999,183.92,0,0.0
379,GPQA (Quantum Mechanics),A,C,A,A,1,0,1,1,STABLE,4,0.19474,237.13,0,0.0
380,GPQA (Chemistry (general)),D,D,D,D,1,1,1,1,STABLE,1,0.0223699999999999,39.09,0,0.0
381,GPQA (Astrophysics),A,A,A,A,1,1,1,1,STABLE,1,0.009444,15.11,0,0.0
382,GPQA (Astrophysics),A,B,A,A,1,0,1,1,STABLE,4,0.114146,64.08,0,0.0
383,GPQA (Quantum Mechanics),C,C,C,C,1,1,1,1,STABLE,1,0.00926,3.28,0,0.0
384,GPQA (High-energy particle physics),C,C,C,C,1,1,1,1,STABLE,1,0.0282659999999999,16.77,0,0.0
385,GPQA (Molecular Biology),A,A,A,A,1,1,1,1,STABLE,1,0.02443,13.83,0,0.0
386,GPQA (Molecular Biology),A,A,A,A,1,1,1,1,STABLE,1,0.004078,0.51,0,0.0
387,GPQA (Chemistry (general)),C,D,C,C,0,1,0,0,STABLE,4,0.171724,123.24,0,0.0
388,GPQA (Quantum Mechanics),D,D,D,D,0,0,0,0,STABLE,1,0.017646,3.83,0,0.0
389,GPQA (Molecular Biology),A,A,A,A,1,1,1,1,STABLE,1,0.005228,1.88,0,0.0
390,GPQA (Organic Chemistry),C,C,C,C,1,1,1,1,STABLE,1,0.01936,12.76,0,0.0
391,GPQA (Quantum Mechanics),empty,A,A,A,0,1,1,1,STABLE,1,0.072106,50.49,0,0.0
392,GPQA (Organic Chemistry),B,B,B,B,0,0,0,0,STABLE,1,0.0119,5.12,0,0.0
393,GPQA (Physics (general)),B,C,B,B,1,0,1,1,STABLE,4,0.2455999999999999,181.96,0,0.0
394,GPQA (Organic Chemistry),C,A,C,C,1,0,1,1,STABLE,8,0.364202,226.37,0,0.0
395,GPQA (Chemistry (general)),A,B,A,A,1,0,1,1,STABLE,4,0.144928,176.72,0,0.0
396,GPQA (Organic Chemistry),empty,B,B,B,0,0,0,0,STABLE,1,0.081132,42.98,0,0.0
397,GPQA (Molecular Biology),empty,B,B,B,0,1,1,1,STABLE,1,0.0866379999999999,50.92,0,0.0
398,GPQA (Genetics),A,A,A,A,1,1,1,1,STABLE,1,0.01526,6.72,0,0.0
399,GPQA (Organic Chemistry),C,C,C,C,1,1,1,1,STABLE,4,0.16659,128.88,0,0.0
400,GPQA (High-energy particle physics),empty,B,B,B,0,1,1,1,STABLE,1,0.003058,10.06,0,0.0
401,GPQA (Organic Chemistry),D,C,D,D,1,0,1,1,STABLE,5,0.1123,77.85,0,0.0
402,GPQA (Organic Chemistry),B,D,B,B,1,0,1,1,STABLE,4,0.1782659999999999,117.03,0,0.0
403,GPQA (Condensed Matter Physics),D,D,D,D,1,1,1,1,STABLE,4,0.1770439999999999,121.01,0,0.0
404,GPQA (Organic Chemistry),C,C,C,C,1,1,1,1,STABLE,1,0.043246,28.02,0,0.0
405,GPQA (Quantum Mechanics),C,C,C,C,1,1,1,1,STABLE,1,0.0352839999999999,25.24,0,0.0
406,GPQA (Chemistry (general)),empty,A,A,A,0,1,1,1,STABLE,13,0.90075,646.26,0,0.0
407,GPQA (Chemistry (general)),empty,A,A,A,0,1,1,1,STABLE,1,0.002448,8.08,0,0.0
408,GPQA (Physics (general)),empty,B,B,B,0,0,0,0,STABLE,1,0.001304,6.2,0,0.0
409,GPQA (Relativistic Mechanics),empty,A,A,A,0,1,1,1,STABLE,1,0.002048,10.24,0,0.0
410,GPQA (Organic Chemistry),empty,C,C,C,0,0,0,0,STABLE,1,0.002672,9.09,0,0.0
411,GPQA (Molecular Biology),empty,C,C,C,0,1,1,1,STABLE,1,0.005192,5.57,0,0.0
412,GPQA (Astrophysics),empty,A,A,A,0,0,0,0,STABLE,1,0.001784,11.16,0,0.0
413,GPQA (High-energy particle physics),empty,B,B,B,0,0,0,0,STABLE,1,0.01346,27.18,0,0.0
414,GPQA (Organic Chemistry),empty,A,A,A,0,1,1,1,STABLE,1,0.002056,7.15,0,0.0
415,GPQA (Quantum Mechanics),C,C,C,C,1,1,1,1,STABLE,1,0.038132,26.07,0,0.0
416,GPQA (Organic Chemistry),empty,C,C,C,0,1,1,1,STABLE,1,0.075322,43.2,0,0.0
417,GPQA (High-energy particle physics),C,B,C,B,0,0,0,0,STABLE,4,0.321642,177.1,0,0.0
418,GPQA (Relativistic Mechanics),empty,D,D,D,0,1,1,1,STABLE,1,0.018878,22.84,0,0.0
419,GPQA (Organic Chemistry),empty,D,D,D,0,1,1,1,STABLE,1,0.008986,5.11,0,0.0
420,GPQA (Molecular Biology),empty,D,D,D,0,1,1,1,STABLE,1,0.0062759999999999,8.82,0,0.0
421,GPQA (Chemistry (general)),empty,C,C,C,0,1,1,1,STABLE,4,0.03387,64.37,0,0.0
422,GPQA (High-energy particle physics),empty,C,C,C,0,1,1,1,STABLE,1,0.002064,6.23,0,0.0
423,GPQA (Molecular Biology),A,A,A,A,1,1,1,1,STABLE,1,0.003188,10.95,0,0.0
424,GPQA (Molecular Biology),empty,A,A,A,0,1,1,1,STABLE,1,0.0019039999999999,9.51,0,0.0
425,GPQA (Molecular Biology),empty,D,D,D,0,1,1,1,STABLE,1,0.002208,9.58,0,0.0
426,GPQA (Quantum Mechanics),empty,A,A,A,0,1,1,1,STABLE,1,0.001896,8.32,0,0.0
427,GPQA (Quantum Mechanics),empty,C,C,C,0,0,0,0,STABLE,1,0.008928,18.57,0,0.0
428,GPQA (Quantum Mechanics),empty,D,D,D,0,1,1,1,STABLE,1,0.007624,13.9,0,0.0
429,GPQA (Molecular Biology),empty,B,B,B,0,1,1,1,STABLE,1,0.1006519999999999,42.45,0,0.0
430,GPQA (Molecular Biology),D,D,D,D,1,1,1,1,STABLE,1,0.009136,2.84,0,0.0
431,GPQA (Relativistic Mechanics),B,B,B,B,1,1,1,1,STABLE,1,0.045958,63.27,0,0.0
432,GPQA (Organic Chemistry),C,C,C,C,0,0,0,0,STABLE,10,0.4961099999999999,347.72,0,0.0
433,GPQA (Quantum Mechanics),A,A,A,A,1,1,1,1,STABLE,7,0.255344,202.25,0,0.0
434,GPQA (Electromagnetism and Photonics),C,C,C,C,1,1,1,1,STABLE,1,0.0340699999999999,20.05,0,0.0
435,GPQA (Relativistic Mechanics),D,C,D,D,1,0,1,1,STABLE,4,0.136292,106.29,0,0.0
436,GPQA (Molecular Biology),B,B,B,B,1,1,1,1,STABLE,1,0.006018,1.0,0,0.0
437,GPQA (Quantum Mechanics),A,A,A,A,1,1,1,1,STABLE,1,0.0155719999999999,10.0,0,0.0
438,GPQA (Organic Chemistry),B,B,B,B,1,1,1,1,STABLE,1,0.037652,38.66,0,0.0
439,GPQA (Organic Chemistry),D,C,D,D,1,0,1,1,STABLE,9,0.51629,316.1,0,0.0
440,GPQA (Electromagnetism and Photonics),empty,A,A,A,0,0,0,0,STABLE,1,0.001864,10.99,0,0.0
441,GPQA (Organic Chemistry),empty,D,D,D,0,0,0,0,STABLE,1,0.001496,6.02,0,0.0
442,GPQA (Molecular Biology),empty,A,A,A,0,0,0,0,STABLE,1,0.022816,8.12,0,0.0
443,GPQA (Astrophysics),empty,D,D,D,0,1,1,1,STABLE,1,0.002704,7.36,0,0.0
444,GPQA (Organic Chemistry),empty,B,B,B,0,0,0,0,STABLE,1,0.00822,15.15,0,0.0
445,GPQA (Physics (general)),empty,C,C,D,0,0,0,1,STABLE,6,0.192844,144.39,0,0.0
446,GPQA (Astrophysics),C,A,C,C,1,0,1,1,STABLE,9,0.607246,424.28,0,0.0
447,GPQA (Organic Chemistry),C,B,C,B,0,0,0,0,STABLE,6,0.1654219999999999,153.46,0,0.0
448,GPQA (Quantum Mechanics),empty,D,D,D,0,0,0,0,STABLE,1,0.0018319999999999,10.01,0,0.0
449,GPQA (Organic Chemistry),C,C,C,A,1,1,1,0,STABLE,5,0.203206,152.09,0,0.0
450,GPQA (Organic Chemistry),B,B,B,B,1,1,1,1,STABLE,1,0.0056,1.76,0,0.0
451,GPQA (Electromagnetism and Photonics),C,C,C,C,1,1,1,1,STABLE,1,0.0168399999999999,5.17,0,0.0
452,GPQA (Molecular Biology),D,A,D,D,0,1,0,0,STABLE,4,0.064892,51.82,0,0.0
453,GPQA (Chemistry (general)),C,C,C,C,0,0,0,0,STABLE,1,0.0688719999999999,46.43,0,0.0
454,GPQA (Chemistry (general)),D,B,D,D,1,0,1,1,STABLE,4,0.179558,142.83,0,0.0
455,GPQA (Organic Chemistry),empty,C,C,C,0,1,1,1,STABLE,4,0.319824,183.37,0,0.0
456,GPQA (Molecular Biology),C,C,C,C,1,1,1,1,STABLE,1,0.011,4.3,0,0.0
457,GPQA (Organic Chemistry),B,B,B,B,1,1,1,1,STABLE,1,0.0271639999999999,27.42,0,0.0
458,GPQA (Genetics),empty,A,A,A,0,0,0,0,STABLE,1,0.082928,44.58,0,0.0
459,GPQA (Quantum Mechanics),empty,C,C,C,0,1,1,1,STABLE,1,0.004188,11.39,0,0.0
460,GPQA (Astrophysics),empty,B,B,B,0,1,1,1,STABLE,1,0.0067399999999999,9.54,0,0.0
461,GPQA (Chemistry (general)),C,C,C,C,1,1,1,1,STABLE,1,0.017144,18.34,0,0.0
462,GPQA (High-energy particle physics),empty,C,C,C,0,1,1,1,STABLE,4,0.04864,65.89,0,0.0
463,GPQA (Electromagnetism and Photonics),empty,B,B,B,0,0,0,0,STABLE,1,0.00452,11.69,0,0.0
464,GPQA (High-energy particle physics),D,C,D,D,0,1,0,0,STABLE,4,0.13495,79.85,0,0.0
465,GPQA (Chemistry (general)),B,B,B,B,1,1,1,1,STABLE,1,0.008978,2.59,0,0.0
466,GPQA (Chemistry (general)),empty,A,A,D,0,0,0,1,STABLE,5,0.330316,190.88,0,0.0
467,GPQA (Astrophysics),B,A,B,B,1,0,1,1,STABLE,10,0.160802,158.32,0,0.0
468,GPQA (Molecular Biology),D,C,D,D,0,1,0,0,STABLE,4,0.086362,45.63,0,0.0
469,GPQA (Organic Chemistry),empty,C,C,C,0,1,1,1,STABLE,1,0.0783879999999999,44.59,0,0.0
470,GPQA (Organic Chemistry),B,B,B,B,1,1,1,1,STABLE,1,0.0541219999999999,45.12,0,0.0
471,GPQA (Organic Chemistry),D,D,D,D,1,1,1,1,STABLE,1,0.039066,28.09,0,0.0
472,GPQA (Quantum Mechanics),D,D,D,D,1,1,1,1,STABLE,1,0.044528,29.23,0,0.0
473,GPQA (Organic Chemistry),empty,D,D,D,0,0,0,0,STABLE,4,0.322964,189.7,0,0.0
474,GPQA (Molecular Biology),empty,C,C,C,0,1,1,1,STABLE,1,0.008556,8.67,0,0.0
475,GPQA (Physics (general)),empty,D,D,A,0,1,1,0,STABLE,6,0.123868,158.11,0,0.0
476,GPQA (Quantum Mechanics),D,D,D,D,1,1,1,1,STABLE,1,0.0136339999999999,13.88,0,0.0
477,GPQA (Astrophysics),C,C,C,C,1,1,1,1,STABLE,6,0.155414,105.59,0,0.0
478,GPQA (Organic Chemistry),H,D,H,B,0,0,0,0,STABLE,6,0.511384,346.54,0,0.0
479,GPQA (Organic Chemistry),D,D,D,D,1,1,1,1,STABLE,1,0.0372179999999999,27.82,0,0.0
480,GPQA (Statistical Mechanics),B,B,B,B,1,1,1,1,STABLE,1,0.014452,16.45,0,0.0
481,GPQA (High-energy particle physics),D,D,D,D,0,0,0,0,STABLE,1,0.003816,11.18,0,0.0
482,GPQA (Chemistry (general)),B,B,B,B,1,1,1,1,STABLE,4,0.160758,151.53,0,0.0
483,GPQA (Chemistry (general)),D,D,D,D,1,1,1,1,STABLE,1,0.0578839999999999,32.76,0,0.0
484,GPQA (Quantum Mechanics),B,B,B,B,1,1,1,1,STABLE,1,0.008468,4.43,0,0.0
485,GPQA (Organic Chemistry),empty,A,A,A,0,0,0,0,STABLE,1,0.0782139999999999,43.11,0,0.0
486,GPQA (Genetics),B,B,B,B,1,1,1,1,STABLE,1,0.0048179999999999,1.23,0,0.0
487,GPQA (Organic Chemistry),B,B,B,B,1,1,1,1,STABLE,1,0.043384,21.26,0,0.0
488,GPQA (Quantum Mechanics),...,C,...,C,0,0,0,0,STABLE,4,0.264718,173.58,0,0.0
489,GPQA (Physics (general)),empty,B,B,B,0,0,0,0,STABLE,1,0.0018239999999999,7.24,0,0.0
490,GPQA (Chemistry (general)),empty,B,B,B,0,0,0,0,STABLE,1,0.0049239999999999,11.18,0,0.0
491,GPQA (Molecular Biology),empty,D,D,D,0,1,1,1,STABLE,1,0.0016519999999999,11.23,0,0.0
492,GPQA (Molecular Biology),empty,B,B,B,0,1,1,1,STABLE,1,0.0043539999999999,6.43,0,0.0
