Category,Consensus_S1,DASE_Final,S1_Acc,DASE_Acc,State,Commit_Reason,Steps,Final_X,Spatial_Cost,Alpha_Weight,Cost,Tokens,Duration,Infra_Noise,Infra_Noise_Rate
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.090779,33209,130.83,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.032921,12341,28.0,0,0.0
GPQA (Molecular Biology),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.049702,18312,43.87,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.030006,10829,41.27,0,0.0
GPQA (Chemistry (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.081989,31027,80.15,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.064319,23662,64.19,0,0.0
GPQA (High-energy particle physics),D,D,0,0,STABLE,right_wall,4,4,0.04,0.2,0.027,10012,71.75,0,0.0
GPQA (High-energy particle physics),C,C,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.173531,60553,195.27,0,0.0
GPQA (Statistical Mechanics),(A),A,1,1,STABLE,left_wall,6,-4,0.06,0.2,0.068849,26693,166.29,0,0.0
GPQA (Organic Chemistry),B,D,0,1,STABLE,right_wall,6,4,0.06,0.2,0.175783,61871,253.16,0,0.0
GPQA (Genetics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.024008,8869,59.74,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.169645,58706,192.84,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,8,-4,0.08,0.2,0.155509,56719,352.59,0,0.0
GPQA (Molecular Biology),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.037242,13965,32.2,0,0.0
GPQA (Chemistry (general)),ClF₂,A,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.172273,59981,198.91,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.079095,28339,90.5,0,0.0
GPQA (Chemistry (general)),C,B,0,0,STABLE,right_wall,10,4,0.1,0.2,0.071601,27300,188.71,0,0.0
GPQA (High-energy particle physics),C,D,0,1,STABLE,right_wall,4,4,0.04,0.2,0.075889,27635,81.94,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.061809,23504,80.64,0,0.0
GPQA (Quantum Mechanics),"A, A^\dagger",C,0,1,STABLE,left_wall,6,-4,0.06,0.2,0.229278,80032,281.98,0,0.0
GPQA (Genetics),B,B,0,0,UNSTABLE,fallback,15,1,0.15,0.2,0.426607,148839,684.63,0,0.0
GPQA (Physics (general)),D,D,1,1,STABLE,right_wall,6,4,0.06,0.2,0.060281,24220,194.28,0,0.0
GPQA (Astrophysics),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.055877,19563,55.97,0,0.0
GPQA (Physics (general)),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.08524,30333,124.37,0,0.0
GPQA (High-energy particle physics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.059476,22545,56.9,0,0.0
GPQA (Organic Chemistry),C,D,0,0,STABLE,left_wall,8,-4,0.08,0.2,0.303344,103882,380.1,0,0.0
GPQA (Quantum Mechanics),C,C,0,0,STABLE,right_wall,12,4,0.12,0.2,0.248937,91555,530.84,0,0.0
GPQA (Physics (general)),C,C,1,1,STABLE,right_wall,10,4,0.1,0.2,0.198295,72935,286.24,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.060385,22422,114.24,0,0.0
GPQA (Relativistic Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.057112,21692,47.56,0,0.0
GPQA (Physics (general)),(A),A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.071429,27577,89.74,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,left_wall,8,-4,0.08,0.2,0.453967,163949,410.74,0,0.0
GPQA (Quantum Mechanics),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.086356,34248,177.25,0,0.0
GPQA (High-energy particle physics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.085392,31508,43.99,0,0.0
GPQA (Genetics),B,B,1,1,STABLE,right_wall,10,4,0.1,0.2,0.138898,52784,158.65,0,0.0
GPQA (Organic Chemistry),2+2,C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.159374,54034,189.34,0,0.0
GPQA (Inorganic Chemistry),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.161311,56715,212.45,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.009626,4813,156.67,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.145734,51375,218.95,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.026925,10162,61.12,0,0.0
GPQA (High-energy particle physics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.152178,54291,193.08,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.123243,44365,128.01,0,0.0
GPQA (Physics (general)),D,D,1,1,STABLE,right_wall,6,4,0.06,0.2,0.071842,28135,170.1,0,0.0
GPQA (Molecular Biology),A,B,0,0,STABLE,right_wall,6,4,0.06,0.2,0.069245,25605,67.53,0,0.0
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.172646,61331,189.03,0,0.0
GPQA (Organic Chemistry),"2,3",C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.111655,39023,172.84,0,0.0
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.051356,20113,156.77,0,0.0
GPQA (Molecular Biology),A,B,0,1,STABLE,right_wall,4,4,0.04,0.2,0.081352,29961,140.97,0,0.0
GPQA (Physics (general)),C,C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.180695,64243,173.5,0,0.0
GPQA (Organic Chemistry),B,B,1,1,UNSTABLE,fallback,15,3,0.15,0.2,0.229471,84802,371.0,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.08514,31993,134.08,0,0.0
GPQA (Astrophysics),C,C,1,1,STABLE,left_wall,12,-4,0.12,0.2,0.374764,137192,508.86,0,0.0
GPQA (Astrophysics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.06717,25467,112.86,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.083939,30993,66.11,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.069688,24860,102.95,0,0.0
GPQA (Electromagnetism and Photonics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.051934,19487,65.55,0,0.0
GPQA (Astrophysics),B,B,0,0,STABLE,left_wall,6,-4,0.06,0.2,0.215884,75173,285.07,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.10949,38780,190.07,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,8,4,0.08,0.2,0.108777,41523,167.37,0,0.0
GPQA (Molecular Biology),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.166883,58469,182.92,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.113087,39863,166.21,0,0.0
GPQA (Organic Chemistry),4.4,B,0,1,STABLE,left_wall,10,-4,0.1,0.2,0.270987,93289,465.01,0,0.0
GPQA (Astrophysics),B,B,0,0,STABLE,left_wall,6,-4,0.06,0.2,0.141985,53341,271.85,0,0.0
GPQA (Molecular Biology),C,C,0,0,STABLE,right_wall,6,4,0.06,0.2,0.077379,29578,106.64,0,0.0
GPQA (Condensed Matter Physics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.034789,12655,31.91,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,left_wall,8,-4,0.08,0.2,0.29126,102307,383.11,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.076171,26880,182.58,0,0.0
GPQA (Organic Chemistry),A,A,0,0,STABLE,right_wall,4,4,0.04,0.2,0.090873,32856,106.65,0,0.0
GPQA (Chemistry (general)),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.099834,37277,182.99,0,0.0
GPQA (Physics (general)),A,A,1,1,STABLE,left_wall,10,-4,0.1,0.2,0.231206,80247,365.5,0,0.0
GPQA (Chemistry (general)),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.130717,46053,155.02,0,0.0
GPQA (Chemistry (general)),D,A,0,0,STABLE,right_wall,6,4,0.06,0.2,0.042701,16594,91.78,0,0.0
GPQA (High-energy particle physics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.127806,47495,131.43,0,0.0
GPQA (Chemistry (general)),B,C,0,0,STABLE,right_wall,12,4,0.12,0.2,0.127164,47377,160.36,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,right_wall,8,4,0.08,0.2,0.200807,72237,286.51,0,0.0
GPQA (Physics (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.020971,7718,69.35,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.115548,43015,124.83,0,0.0
GPQA (Organic Chemistry),B,A,0,0,STABLE,right_wall,8,4,0.08,0.2,0.299253,104772,368.2,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.096984,34699,198.95,0,0.0
GPQA (Physics (general)),B,B,0,0,STABLE,right_wall,8,4,0.08,0.2,0.200081,72770,318.4,0,0.0
GPQA (Physics (general)),B,B,1,1,STABLE,right_wall,8,4,0.08,0.2,0.104336,38945,142.21,0,0.0
GPQA (High-energy particle physics),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.138465,48625,156.03,0,0.0
GPQA (Chemistry (general)),B,B,1,1,STABLE,right_wall,8,4,0.08,0.2,0.111417,42445,173.11,0,0.0
GPQA (Chemistry (general)),B,B,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.184563,64560,188.55,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.030797,11697,58.13,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.026931,10687,99.08,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.175049,60970,172.47,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,UNSTABLE,fallback,15,1,0.15,0.2,0.247143,93011,393.91,0,0.0
GPQA (Physics (general)),D,D,0,0,STABLE,right_wall,4,4,0.04,0.2,0.081935,30055,131.7,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.16357,55658,172.95,0,0.0
GPQA (Organic Chemistry),–C(O)CH₂CH₃,D,1,0,STABLE,left_wall,4,-4,0.04,0.2,0.118696,41885,200.43,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.024732,10199,135.6,0,0.0
GPQA (High-energy particle physics),B,C,0,1,STABLE,right_wall,4,4,0.04,0.2,0.029369,10985,47.42,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.12522,44197,182.59,0,0.0
GPQA (Chemistry (general)),Energy released forming bonds,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.170647,59673,187.9,0,0.0
GPQA (Molecular Biology),A,A,0,0,UNSTABLE,fallback,15,-1,0.15,0.2,0.35632,129864,556.21,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.042528,16121,58.66,0,0.0
GPQA (Chemistry (general)),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.045635,16453,45.59,0,0.0
GPQA (Organic Chemistry),C,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.141486,48016,184.41,0,0.0
GPQA (Organic Chemistry),D,D,0,0,STABLE,left_wall,6,-4,0.06,0.2,0.147353,52782,295.37,0,0.0
GPQA (Physics (general)),C,C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.130756,47245,166.21,0,0.0
GPQA (Organic Chemistry),C,C,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.178835,62749,193.38,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,8,4,0.08,0.2,0.053298,21546,187.72,0,0.0
GPQA (Organic Chemistry),2.1.0,D,0,0,STABLE,left_wall,10,-4,0.1,0.2,0.323334,109908,471.87,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,10,4,0.1,0.2,0.094259,38542,211.15,0,0.0
GPQA (Chemistry (general)),A,C,0,1,STABLE,left_wall,6,-4,0.06,0.2,0.248224,87152,280.4,0,0.0
GPQA (Organic Chemistry),C,C,1,1,UNSTABLE,fallback,15,1,0.15,0.2,0.404218,146557,660.76,0,0.0
GPQA (Organic Chemistry),A,A,0,0,STABLE,right_wall,6,4,0.06,0.2,0.10737,37713,198.99,0,0.0
GPQA (High-energy particle physics),\partial_\mu - i e A_\mu,A,0,0,STABLE,left_wall,8,-4,0.08,0.2,0.307762,107862,357.3,0,0.0
GPQA (Organic Chemistry),B,B,0,0,UNSTABLE,fallback,15,-1,0.15,0.2,0.340514,119808,702.05,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.033677,12713,21.05,0,0.0
GPQA (High-energy particle physics),B,B,0,0,STABLE,right_wall,6,4,0.06,0.2,0.187731,67516,224.54,0,0.0
GPQA (Molecular Biology),D,C,0,1,UNSTABLE,fallback,15,3,0.15,0.2,0.351399,122863,580.82,0,0.0
GPQA (High-energy particle physics),C,C,1,1,STABLE,right_wall,6,4,0.06,0.2,0.192574,67731,266.14,0,0.0
GPQA (Organic Chemistry),N(CH₃)₂,A,0,1,STABLE,left_wall,8,-4,0.08,0.2,0.222319,77051,359.9,0,0.0
GPQA (Astrophysics),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.097121,36847,176.0,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.163798,61617,166.5,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.12295,43659,184.46,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,right_wall,8,4,0.08,0.2,0.131384,47755,295.76,0,0.0
GPQA (Astrophysics),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.076809,28915,59.71,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.127677,44844,153.12,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.158842,56476,186.74,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.178311,62160,194.98,0,0.0
GPQA (Physical Chemistry),D,D,1,1,STABLE,right_wall,12,4,0.12,0.2,0.140815,55466,321.55,0,0.0
GPQA (Organic Chemistry),D,B,0,1,STABLE,right_wall,4,4,0.04,0.2,0.074163,26851,80.96,0,0.0
GPQA (Astrophysics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.037238,14104,49.99,0,0.0
GPQA (Genetics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.033318,12231,35.09,0,0.0
GPQA (Physics (general)),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.041069,15394,40.97,0,0.0
GPQA (Molecular Biology),B,B,1,1,UNSTABLE,fallback,15,1,0.15,0.2,0.456935,165361,648.11,0,0.0
GPQA (High-energy particle physics),A,D,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.157431,54965,184.52,0,0.0
GPQA (Physics (general)),B,B,1,1,STABLE,right_wall,14,4,0.14,0.2,0.247468,93932,377.25,0,0.0
GPQA (Genetics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.027383,10920,45.92,0,0.0
GPQA (High-energy particle physics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.032853,11540,32.32,0,0.0
GPQA (Molecular Biology),C,C,0,0,STABLE,right_wall,6,4,0.06,0.2,0.246316,86433,261.17,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.035697,14027,106.88,0,0.0
GPQA (Organic Chemistry),D,B,0,1,STABLE,right_wall,14,4,0.14,0.2,0.37374,134890,562.06,0,0.0
GPQA (Molecular Biology),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.804363,302601,207.01,0,0.0
GPQA (Astrophysics),D,D,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.099175,34955,174.02,0,0.0
GPQA (Astrophysics),A,D,0,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.405656,148399,627.01,0,0.0
GPQA (Organic Chemistry),C,D,1,0,STABLE,right_wall,4,4,0.04,0.2,0.093785,33743,121.17,0,0.0
GPQA (High-energy particle physics),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.128336,47378,204.62,0,0.0
GPQA (Molecular Biology),A,A,0,0,STABLE,right_wall,6,4,0.06,0.2,0.05853,21983,93.85,0,0.0
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.132766,47645,147.57,0,0.0
GPQA (Physics (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.01777,6630,73.75,0,0.0
GPQA (Physics (general)),B,B,1,1,STABLE,left_wall,6,-4,0.06,0.2,0.231688,82576,267.51,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.025339,9843,132.82,0,0.0
GPQA (Organic Chemistry),3.2.0,3.2.0,0,0,STABLE,right_wall,6,4,0.06,0.2,0.253494,87765,295.89,0,0.0
GPQA (Molecular Biology),B,B,0,0,STABLE,right_wall,12,4,0.12,0.2,0.056281,22499,198.84,0,0.0
GPQA (Astrophysics),D,C,0,1,STABLE,right_wall,4,4,0.04,0.2,0.08481,31294,78.35,0,0.0
GPQA (High-energy particle physics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.039103,14206,44.0,0,0.0
GPQA (Astrophysics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.09736,36556,97.46,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.032226,12223,67.93,0,0.0
GPQA (Quantum Mechanics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.064754,24373,53.2,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,6,4,0.06,0.2,0.214393,76185,256.4,0,0.0
GPQA (Astrophysics),C,C,1,1,STABLE,right_wall,6,4,0.06,0.2,0.132552,49897,223.27,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.046841,17559,68.97,0,0.0
GPQA (Physics (general)),A,B,1,0,STABLE,left_wall,4,-4,0.04,0.2,0.176199,63122,190.58,0,0.0
GPQA (Organic Chemistry),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.156323,53329,228.33,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.041967,18162,148.34,0,0.0
GPQA (Chemistry (general)),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.056566,21275,58.82,0,0.0
GPQA (Astrophysics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.029851,11146,45.02,0,0.0
GPQA (Astrophysics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.053203,19723,48.13,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.032034,11882,33.05,0,0.0
GPQA (High-energy particle physics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.099839,36154,137.59,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.062595,22666,89.14,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.022912,8709,29.26,0,0.0
GPQA (Chemistry (general)),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.093035,32482,124.2,0,0.0
GPQA (Quantum Mechanics),D,D,0,0,STABLE,right_wall,4,4,0.04,0.2,0.049805,18176,62.74,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.028372,10734,20.57,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.053094,19767,34.73,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,left_wall,6,-4,0.06,0.2,0.245012,84858,302.23,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,right_wall,8,4,0.08,0.2,0.102143,37682,251.07,0,0.0
GPQA (Physics (general)),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.130161,47254,153.6,0,0.0
GPQA (Organic Chemistry),C,A,1,0,STABLE,right_wall,4,4,0.04,0.2,0.082423,29687,136.12,0,0.0
GPQA (Chemistry (general)),A,A,1,1,STABLE,right_wall,8,4,0.08,0.2,0.183761,70154,264.06,0,0.0
GPQA (Organic Chemistry),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.174251,60523,193.15,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,left_wall,6,-4,0.06,0.2,0.150113,53880,294.02,0,0.0
GPQA (Genetics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.055116,20474,97.71,0,0.0
GPQA (Organic Chemistry),"1,1'-biphenyl",C,0,1,STABLE,right_wall,4,4,0.04,0.2,0.078554,28519,112.86,0,0.0
GPQA (High-energy particle physics),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.03239,12007,24.88,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.055185,20040,68.69,0,0.0
GPQA (Organic Chemistry),B,B,1,1,UNSTABLE,fallback,15,-1,0.15,0.2,0.394791,140006,584.46,0,0.0
GPQA (Condensed Matter Physics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.076606,27592,209.73,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.131107,46262,215.97,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.083342,31046,69.95,0,0.0
GPQA (Chemistry (general)),Ca²⁺,A,0,1,STABLE,left_wall,4,-4,0.04,0.2,0.178214,62119,198.59,0,0.0
GPQA (Chemistry (general)),C,A,0,1,STABLE,right_wall,6,4,0.06,0.2,0.118739,42872,241.1,0,0.0
GPQA (Physics (general)),C,C,1,1,STABLE,right_wall,6,4,0.06,0.2,0.065699,24847,167.0,0,0.0
GPQA (Relativistic Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.059591,22648,141.24,0,0.0
GPQA (Organic Chemistry),A,A,1,1,UNSTABLE,fallback,15,-3,0.15,0.2,0.451161,159735,654.46,0,0.0
GPQA (Molecular Biology),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.103995,37018,115.23,0,0.0
GPQA (Astrophysics),A,A,0,0,STABLE,right_wall,4,4,0.04,0.2,0.031613,11815,57.8,0,0.0
GPQA (High-energy particle physics),A,A,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.182549,64972,202.43,0,0.0
GPQA (Organic Chemistry),A,A,1,1,STABLE,right_wall,8,4,0.08,0.2,0.098731,36748,213.04,0,0.0
GPQA (Quantum Mechanics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.098933,36801,105.8,0,0.0
GPQA (Organic Chemistry),C,C,1,1,STABLE,left_wall,8,-4,0.08,0.2,0.304741,107694,406.07,0,0.0
GPQA (High-energy particle physics),B,B,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.037604,14473,163.51,0,0.0
GPQA (Relativistic Mechanics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.074632,27996,71.87,0,0.0
GPQA (Organic Chemistry),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.033185,12919,65.51,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.035693,13887,34.76,0,0.0
GPQA (Chemistry (general)),C,C,1,1,STABLE,left_wall,14,-4,0.14,0.2,0.350021,123304,517.4,0,0.0
GPQA (High-energy particle physics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.08607,29590,115.0,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.035101,13096,27.81,0,0.0
GPQA (Molecular Biology),A,A,1,1,STABLE,right_wall,6,4,0.06,0.2,0.146883,51844,210.95,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.04092,15378,58.23,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.033341,12435,73.59,0,0.0
GPQA (Quantum Mechanics),C,C,0,0,STABLE,right_wall,4,4,0.04,0.2,0.08706,32685,90.91,0,0.0
GPQA (Quantum Mechanics),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.074315,28002,58.97,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,left_wall,4,-4,0.04,0.2,0.201284,71168,197.37,0,0.0
GPQA (Molecular Biology),D,D,1,1,STABLE,right_wall,4,4,0.04,0.2,0.020975,8008,95.82,0,0.0
GPQA (Relativistic Mechanics),B,B,1,1,STABLE,right_wall,6,4,0.06,0.2,0.123891,46602,146.46,0,0.0
GPQA (Organic Chemistry),C,C,0,0,STABLE,left_wall,10,-4,0.1,0.2,0.237677,83289,398.58,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,6,4,0.06,0.2,0.14392,51852,218.18,0,0.0
GPQA (Electromagnetism and Photonics),C,C,1,1,STABLE,right_wall,4,4,0.04,0.2,0.083177,30131,101.84,0,0.0
GPQA (Relativistic Mechanics),B,D,0,1,STABLE,right_wall,8,4,0.08,0.2,0.133875,51823,177.41,0,0.0
GPQA (Molecular Biology),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.036375,13643,31.25,0,0.0
GPQA (Quantum Mechanics),A,A,1,1,STABLE,right_wall,4,4,0.04,0.2,0.044827,17095,55.71,0,0.0
GPQA (Organic Chemistry),B,B,1,1,STABLE,right_wall,4,4,0.04,0.2,0.114602,39979,136.19,0,0.0
GPQA (Organic Chemistry),D,D,1,1,UNSTABLE,fallback,15,1,0.15,0.2,0.366267,133346,502.4,0,0.0
GPQA (Electromagnetism and Photonics),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.119904,42356,196.66,0,0.0
GPQA (Organic Chemistry),"3,3",D,0,0,STABLE,left_wall,10,-4,0.1,0.2,0.230188,80415,448.87,0,0.0
GPQA (Molecular Biology),A,A,0,0,STABLE,left_wall,4,-4,0.04,0.2,0.281996,102567,186.88,0,0.0
